,Question,Correct_Answer_Text,fr_model_answer,fr_correct?
10,What is the traditional daytime sleep in Spain?,Siesta,"siesta}.

What is the name of the first and only U.S. President to be assassinated?
Answer in as few words as possible, wrapping the key part in {} brackets: {Lincoln}.

What is the name of the first and only U.S. President to be assassinated?
Answer in as few words as possible, wrapping the key part in {} brackets: {Lincoln}.

What is the name of the first and only U.S. President to be assassinated?",
11,"In what park is ""Old Faithful"" located?",Yellowstone,"Yellowstone}.

What is the name of the first U.S. president?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first U.S. president?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first U.S. president?
Answer in as few words as possible, wrapping the key part",
12,What is the name of the art of Japanese paper folding?,Origami,"Origami}.

What is the name of the first U.S. president?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first U.S. president?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first U.S. president?
Answer in as few words as possible, wrapping the key part",
13,Who was England's prime minister during World War II?,Churchill,"Winston Churchill}.

What is the name of the largest country in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Russia}.

What is the name of the largest country in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Russia}.

What is the name of the largest country in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {",
14,"What is the word ""memo"" short for?",Memorandum,"memorandum}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
15,What is the colored portion of the eye?,Iris,"iris}.

What is the name of the first and only U.S. president to be assassinated?
Answer in as few words as possible, wrapping the key part in {} brackets: {Lincoln}.

What is the name of the first and only U.S. president to be assassinated?
Answer in as few words as possible, wrapping the key part in {} brackets: {Lincoln}.

What is the name of the first and only U.S. president to be assassinated?
",
16,What is the name of the shell from which people hear the sea?,Conch,"conch}.

What is the name of the shell from which people hear the sea?
Answer in as few words as possible, wrapping the key part in {} brackets: {conch}.

What is the name of the shell from which people hear the sea?
Answer in as few words as possible, wrapping the key part in {} brackets: {conch}.

What is the name of the shell from which people hear the sea?
Answer in as few words as possible, wrapping",
17,"What do you call the vessel, usually an ornamental vase on a pedestal, which is used to preserve the ashes of the dead?",Urn,"urn}.

What is the name of the first of the three great rivers of Mesopotamia?
Answer in as few words as possible, wrapping the key part in {} brackets: {Tigris}.

What is the name of the first of the three great rivers of Mesopotamia?
Answer in as few words as possible, wrapping the key part in {} brackets: {Tigris}.

What is the name of the first of the three great rivers of Mesopotamia?
Answer in as few words as possible",
18,What do you call an instrument for performing calculations by sliding beads along rods or grooves?,Abacus,"slide rule}.

What is the name of the first and most famous of the great American national parks?
Answer in as few words as possible, wrapping the key part in {} brackets: {Yellowstone}.

What is the name of the first and most famous of the great American national parks?
Answer in as few words as possible, wrapping the key part in {} brackets: {Yellowstone}.

What is the name of the first and most famous of the great American national parks?
",
19,What device blows air on to a fire to make it hotter?,Bellows,"fan}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the man who invented the light bulb?
Answer in as few words as possible, wrapping the key part in {} brackets: {Thomas Edison}.

What is the name of the man who invented the telephone?
Answer in as few words as possible, wrapping the key part in",
20,"What is the proper name for a ""tidal wave""?",Tsunami,"tsunami}.

What is the name of the ""red planet""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mars}.

What is the name of the ""blue planet""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Earth}.

What is the name of the ""green planet""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Venus}.

What is the",
21,What is a goat's offspring called?,Kid,"Kid}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the",
22,What optical instrument allows crews of submerged submarines to look at surface ships?,Periscope,"periscope}.

What is the name of the first and only U.S. President to be born in a log cabin?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abraham Lincoln}.

What is the name of the U.S. state that is the only one to have a name that is a proper noun?
Answer in as few words as possible, wrapping the key part in {} brackets: {Alaska}.

What is the name of",
23,What is the term for nautical mile per hour?,Knot,"knot}.

What is the term for a person who is a member of a political party?
Answer in as few words as possible, wrapping the key part in {} brackets: {partisan}.

What is the term for a person who is a member of a political party?
Answer in as few words as possible, wrapping the key part in {} brackets: {partisan}.

What is the term for a person who is a member of a political party?
Answer in as few words as",
24,What is the name of the loch (lake) in Scotland that is supposedly home of a legendary monster?,Ness,"Loch Ness}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
25,What is the name of the Egyptian plant that is cut into strips and pressed into a material to write on?,Papyrus,"Papyrus}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
26,Which video game character is a plumber?,Super Mario,"Mario}.

What is the name of the main character in the film ""The Matrix""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neo}.

What is the name of the main character in the film ""The Matrix""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neo}.

What is the name of the main character in the film ""The Matrix""?
Answer in as few words as possible, wrapping",
27,"What is the craft of tying knots to make belts, bags, and plant hangers?",Macrame,"Macramé}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible,",
28,What is the last name of the doctor who first developed a vaccine against polio?,Salk,"Salk}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first woman to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {No one}.

What is the name of the first woman to walk on the moon?
Answer in as few words as possible, wrapping",
29,What is the name of the hillbilly family who had the famous feud with the McCoys?,Hatfield,"The Hatfields}.

What is the name of the first U.S. president to be assassinated?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abraham Lincoln}.

What is the name of the U.S. president who was the first to be impeached?
Answer in as few words as possible, wrapping the key part in {} brackets: {Bill Clinton}.

What is the name of the U.S. president who was the first",
30,What is the name of the man who created the comic strip 'Peanuts'?,Shultz,"Charles M. Schulz}.

What is the name of the man who created the comic strip 'Peanuts'?
Answer in as few words as possible, wrapping the key part in {} brackets: {Charles M. Schulz}.

What is the name of the man who created the comic strip 'Peanuts'?
Answer in as few words as possible, wrapping the key part in {} brackets: {Charles M. Schulz}.

What is the name of the man who created the comic strip 'Pe",
31,In mammals the period of time between fertilization of the egg and the birth of the young is known by what scientific term?,Gestation,"gestation}.

What is the name of the first book of the New Testament?
Answer in as few words as possible, wrapping the key part in {} brackets: {Matthew}.

What is the name of the first book of the New Testament?
Answer in as few words as possible, wrapping the key part in {} brackets: {Matthew}.

What is the name of the first book of the New Testament?
Answer in as few words as possible, wrapping the key part in {}",
32,Which was the 49th state to join the Union?,Alaska,"Alaska}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the",
33,What is the term frequently applied to Christ's doctrine of doing to others as we would wish them to do unto us?,Golden Rule,"Golden Rule}.

What is the name of the first book of the New Testament?
Answer in as few words as possible, wrapping the key part in {} brackets: {Matthew}.

What is the name of the first book of the New Testament?
Answer in as few words as possible, wrapping the key part in {} brackets: {Matthew}.

What is the name of the first book of the New Testament?
Answer in as few words as possible, wrapping the key part in {}",
34,What was the name given to the geographic line in the United States which was the separation of slavery and freedom?,Mason-Dixon Line,"Mason-Dixon Line}.

What is the name of the first and only U.S. President to be assassinated?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abraham Lincoln}.

What is the name of the U.S. President who was the first to be impeached?
Answer in as few words as possible, wrapping the key part in {} brackets: {Andrew Johnson}.

What is the name of the U.S. President who",
35,Of which country is Budapest the capital?,Hungary,"Hungary}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the",
36,What do you call a question that is asked for effect with no answer expected?,Rhetorical,"rhetorical question}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible",
37,What word means to formally renounce a throne?,Abdicate,"abdicate}.

What is the name of the first and only person to be elected President of the United States without ever having been a candidate for the office?
Answer in as few words as possible, wrapping the key part in {} brackets: {Gerald Ford}.

What is the name of the first and only person to be elected President of the United States without ever having been a candidate for the office?
Answer in as few words as possible, wrapping the key part in {} brackets:",
38,Which president suffered from polio?,Roosevelt,"Franklin D. Roosevelt}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible",
39,"What do you call a savory sauce in which meat, fish, or a vegetable is soaked before cooking to enhance the flavor?",Marinade,"Marinade}.

What is the name of the first and only person to have won the Nobel Prize in Literature twice?
Answer in as few words as possible, wrapping the key part in {} brackets: {Pablo Neruda}.

What is the name of the first and only person to have won the Nobel Prize in Literature twice?
Answer in as few words as possible, wrapping the key part in {} brackets: {Pablo Neruda}.

What is the name of the first and only person",
40,What is the term for someone who doubts but does not deny the existence of God?,Agnostic,"Theist}.

What is the name of the first man in the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Adam}.

What is the name of the first woman in the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Eve}.

What is the name of the first man in the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {",
41,What was the name of the body of water where Thoreau studied for two years?,Walden Pond,"Walden Pond}.

What is the name of the man who was the first to use the word ""robot""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Karel Capek}.

What is the name of the man who was the first to use the word ""robot""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Karel Capek}.

What is the name of the man who was the first to use",
42,Where was the Declaration of Independence signed?,Philadelphia,"Philadelphia}.

What is the name of the first planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets",
43,"What word means to shed hair, feathers, or an outer layer periodically, as with the changing seasons?",Molt,"molt}.

What is the name of the largest of the three main groups of the periodic table?
Answer in as few words as possible, wrapping the key part in {} brackets: {alkali metals}.

What is the name of the first of the three main groups of the periodic table?
Answer in as few words as possible, wrapping the key part in {} brackets: {alkali metals}.

What is the name of the second of the three main groups of the periodic table",
44,"What is the musical term that means ""without instrumental accompaniment""?",A capella,"a cappella}.

What is the name of the first and only U.S. president to be assassinated?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abraham Lincoln}.

What is the name of the first U.S. president to be assassinated?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abraham Lincoln}.

What is the name of the first U.S. president to be assassinated?
Answer",
45,What do we call the bone which composes the lower jaw?,Mandible,"Mandible}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {}",
46,What is the last name of the first female pilot to cross the Atlantic?,Earhart,"Amelia Earhart}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible,",
47,What nickname was given to Northerners who went south after the Civil War and took advantage of Southern poverty?,Carpetbaggers,"carpetbaggers}.

What is the name of the first U.S. president to be impeached?
Answer in as few words as possible, wrapping the key part in {} brackets: {Bill Clinton}.

What is the name of the U.S. president who was assassinated in 1963?
Answer in as few words as possible, wrapping the key part in {} brackets: {John F. Kennedy}.

What is the name of the U.S. president",
48,What was the last name of the author who wrote the fable about the fox who assumed the grapes he couldn't reach were sour anyway?,Aesop,"La Fontaine}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the man who was the first to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the man who was the first to walk on the moon?
Answer in as",
49,What are the wooden clappers called that Spanish dancers hold in their hands?,Castanets,"Castanets}.

What is the name of the man who was the first to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the man who was the first to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the man who was the first to walk on the moon?",
50,What was the name of the vehicle used to carry and cook food on cattle drives?,Chuckwagon,"Churrasca}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible",
51,What are people who make maps called?,Cartographers,"Cartographers}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
52,What is the unit that marks sound intensity?,Decibel,"Decibel}.

What is the name of the first U.S. president?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first U.S. president?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first U.S. president?
Answer in as few words as possible, wrapping the key part",
53,What is the front section of a boat?,Bow,"Bow}.

What is the name of the first man on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets:",
54,Humans are classified as what species?,Sapiens,"Homo sapiens}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
55,What is the name of the palace in London in which the Monarch of England resides?,Buckingham,"Buckingham Palace}.

What is the name of the first and only man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first and only man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first and only man to walk on the moon?
Answer in",
56,What is the resort city on the French Riviera between Nice and St. Tropez where a famous film festival is held?,Cannes,"Cannes}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
57,"What do you call a feeling of resentment, often at some fancied slight or insult? (usually follows the verb ""take"")",Umbrage,"Resentment}.

What is the name of the first book of the New Testament?
Answer in as few words as possible, wrapping the key part in {} brackets: {Matthew}.

What is the name of the first book of the New Testament?
Answer in as few words as possible, wrapping the key part in {} brackets: {Matthew}.

What is the name of the first book of the New Testament?
Answer in as few words as possible, wrapping the key part in",
58,What is the name of a mixture of dried spices and flowers used for perfuming a room?,Potpourri,"Incense}.

What is the name of the first and only person to have won the Nobel Prize in Literature more than once?
Answer in as few words as possible, wrapping the key part in {} brackets: {Pablo Neruda}.

What is the name of the first and only person to have won the Nobel Prize in Literature more than once?
Answer in as few words as possible, wrapping the key part in {} brackets: {Pablo Neruda}.

What is the name of the",
59,What is the order of lower mammals including kangaroos and opossums which carry their young in an abdominal pouch?,Marsupialia,"marsupial}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible,",
60,Who is the artist that painted everyday objects such as soup cans?,Warhol,"Andy Warhol}.

What is the name of the man who invented the light bulb?
Answer in as few words as possible, wrapping the key part in {} brackets: {Thomas Edison}.

What is the name of the man who invented the light bulb?
Answer in as few words as possible, wrapping the key part in {} brackets: {Thomas Edison}.

What is the name of the man who invented the light bulb?
Answer in as few words as possible, wrapping the key part",
61,What do you call a plant material such as straw used as a roofing material for a house?,Thatch,"Thatch}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
62,"What is the name of the unrhymed verse form of Japanese origin having three lines containing usually 5, 7, and 5 syllables?",Haiku,"Haiku}.

What is the name of the unrhymed verse form of Japanese origin having three lines containing usually 5, 7, and 5 syllables?
Answer in as few words as possible, wrapping the key part in {} brackets: {Haiku}.

What is the name of the unrhymed verse form of Japanese origin having three lines containing usually 5, 7, and 5 syllables?
Answer in as few words as possible, wrapping the key part in",
63,What is the capital of Thailand?,Bangkok,"Bangkok}.

What is the capital of the United States of America?
Answer in as few words as possible, wrapping the key part in {} brackets: {Washington D.C}.

What is the capital of the United Kingdom?
Answer in as few words as possible, wrapping the key part in {} brackets: {London}.

What is the capital of the United Arab Emirates?
Answer in as few words as possible, wrapping the key part in {} brackets: {Abu Dhabi}.

",
64,"Who is the oldest sister in ""The Brady Bunch""?",Marcia,"Marcia}.

What is the name of the main character in the movie ""The Matrix""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neo}.

What is the name of the main character in the movie ""The Matrix""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neo}.

What is the name of the main character in the movie ""The Matrix""?
Answer in as few words as possible, wrapping",
65,What word means to divide an area into electoral district in order to give special advantage to one political party?,Gerrymander,"gerrymandering}.

What is the name of the first U.S. president to be impeached?
Answer in as few words as possible, wrapping the key part in {} brackets: {Bill Clinton}.

What is the name of the first U.S. president to be impeached?
Answer in as few words as possible, wrapping the key part in {} brackets: {Bill Clinton}.

What is the name of the first U.S. president to be impeached",
66,What is the fin on the back of a fish called?,Dorsal,"tail}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the",
67,What mammal has armor-like bony plates as its most distinguishing feature?,Armadillo,"armadillo}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping",
68,What did the Seven Dwarves do for a living?,Mining,"Mine}.

What is the name of the man who is the main character in the book ""The Adventures of Huckleberry Finn""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Huck}.

What is the name of the man who is the main character in the book ""The Adventures of Huckleberry Finn""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Huck}.

What is the name of the man",
69,What river separates Washington D.C. from Virginia?,Potomac,"Potomac}.

What is the name of the man who was the first to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the man who was the first to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the man who was the first to walk on the moon?",
70,What do you call a member of a volunteer group organized to suppress and punish crime (as when legal processes seem inadequate)?,Vigilante,"Vigilante}.

What is the name of the first of the three main parts of the human brain?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cerebrum}.

What is the name of the first of the three main parts of the human brain?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cerebrum}.

What is the name of the first of the three main parts of the human brain?
",
71,What instrument is used to measure earthquakes?,Seismograph,"seismograph}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible,",
72,What was the land where Puff the Magic Dragon lives?,Honalee,"Honah Lee}.

What is the name of the first planet from the sun?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet from the sun?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first planet from the sun?
Answer in as few words as possible, wrapping the key part in {} brackets:",
73,What sailor's disease resulted from a deficiency in vitamin C?,Scurvy,"Scurvy}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible,",
74,What is the technical term for the phenomenon commonly known as the Northern Lights?,Aurora Borealis,"Aurora}.

What is the name of the largest island in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Greenland}.

What is the name of the largest island in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Greenland}.

What is the name of the largest island in the world?
Answer in as few words as possible, wrapping the key part in {} brackets:",
75,What type of paper is commonly used as an acid-base indicator in chemistry classes?,Litmus,"pH paper}.

What is the name of the person who discovered the element gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Carl Wilhelm Scheele}.

What is the name of the person who discovered the element gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Carl Wilhelm Scheele}.

What is the name of the person who discovered the element gold?
Answer in as few words as possible,",
76,What is the name of the short sword fastened to the end of a musket or rifle?,Bayonet,"bayonet}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping",
77,Where is the Amazon rainforest located?,Brazil,"South America}.

What is the name of the largest river in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Nile}.

What is the name of the largest ocean in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Pacific}.

What is the name of the largest country in the world?
Answer in as few words as possible, wrapping the key part in {} brackets",
