,Question,Correct_Answer_Text,fr_model_answer,fr_correct?
13,Who was England's prime minister during World War II?,Churchill,"Winston Churchill}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
Answer in",
14,"What is the word ""memo"" short for?",Memorandum,"Memorandum}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest ocean in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Pacific}.

What is the name of the largest continent in the world?
",
15,What is the colored portion of the eye?,Iris,"Iris}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest continent in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Asia}.

What is the name of the largest ocean in the world?
Answer in",
16,What is the name of the shell from which people hear the sea?,Conch,"Conch}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest continent in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Asia}.

What is the name of the largest ocean in the world?
Answer in",
17,"What do you call the vessel, usually an ornamental vase on a pedestal, which is used to preserve the ashes of the dead?",Urn,"urn}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few",
18,What do you call an instrument for performing calculations by sliding beads along rods or grooves?,Abacus,"abacus}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {}",
19,What device blows air on to a fire to make it hotter?,Bellows,"A fan}.

What is the name of the person who is in charge of a school?
Answer in as few words as possible, wrapping the key part in {} brackets: {The headmaster}.

What is the name of the person who is in charge of a school?
Answer in as few words as possible, wrapping the key part in {} brackets: {The headmaster}.

What is the name of the person who is",
20,"What is the proper name for a ""tidal wave""?",Tsunami,"tsunami}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest ocean in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Pacific}.

What is the name of the largest continent in the world?
An",
21,What is a goat's offspring called?,Kid,"kid}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} br",
22,What optical instrument allows crews of submerged submarines to look at surface ships?,Periscope,"periscope}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man",
23,What is the term for nautical mile per hour?,Knot,"knot}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest planet in our solar system?
An",
24,What is the name of the loch (lake) in Scotland that is supposedly home of a legendary monster?,Ness,"Loch Ness}.

What is the name of the river that flows through London?
Answer in as few words as possible, wrapping the key part in {} brackets: {Thames}.

What is the name of the river that flows through Paris?
Answer in as few words as possible, wrapping the key part in {} brackets: {Seine}.

What is the name of the river that flows through Berlin?
Answer",
25,What is the name of the Egyptian plant that is cut into strips and pressed into a material to write on?,Papyrus,"Papyrus}.

What is the name of the chemical element that is used to make chlorine gas?
Answer in as few words as possible, wrapping the key part in {} brackets: {Chlorine}.

What is the name of the chemical element that is used to make chlorine gas?
Answer in as few words as possible, wrapping the key part in {} brackets: {Chlorine}.

What",
26,Which video game character is a plumber?,Super Mario,"Mario}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
Answer in as few",
27,"What is the craft of tying knots to make belts, bags, and plant hangers?",Macrame,"Macrame}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest planet in our solar system?
",
28,What is the last name of the doctor who first developed a vaccine against polio?,Salk,"Salk}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Armstrong}.

What is the name of the first man to walk on the moon",
29,What is the name of the hillbilly family who had the famous feud with the McCoys?,Hatfield,"The Hatfields}.

What is the name of the famous 19th century American author who wrote The Scarlet Letter?
Answer in as few words as possible, wrapping the key part in {} brackets: {Nathaniel Hawthorne}.

What is the name of the famous 19th century American author who wrote The Scarlet Letter?
Answer in as few words as possible, wrapping the key part in {} brackets:",
30,What is the name of the man who created the comic strip 'Peanuts'?,Shultz,"Charles M. Schulz}.

What is the name of the man who created the comic strip 'Peanuts'?
Answer in as few words as possible, wrapping the key part in {} brackets: {Charles M. Schulz}.

What is the name of the man who created the comic strip 'Peanuts'?
Answer in as few words as possible, wrapping the key part in {} brackets: {Charles",
31,In mammals the period of time between fertilization of the egg and the birth of the young is known by what scientific term?,Gestation,"gestation}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
Answer in as few",
32,Which was the 49th state to join the Union?,Alaska,"Hawaii}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
Answer in",
33,What is the term frequently applied to Christ's doctrine of doing to others as we would wish them to do unto us?,Golden Rule,"The Golden Rule}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in",
34,What was the name given to the geographic line in the United States which was the separation of slavery and freedom?,Mason-Dixon Line,"Mason-Dixon Line}.

What is the name of the largest river in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Amazon}.

What is the name of the largest lake in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Caspian Sea}.

What is the name of the largest desert in the world",
35,Of which country is Budapest the capital?,Hungary,"Hungary}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {}",
36,What do you call a question that is asked for effect with no answer expected?,Rhetorical,"rhetorical}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in",
37,What word means to formally renounce a throne?,Abdicate,"abdicate}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for iron?
Answer in as",
38,Which president suffered from polio?,Roosevelt,"Franklin D. Roosevelt}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
An",
39,"What do you call a savory sauce in which meat, fish, or a vegetable is soaked before cooking to enhance the flavor?",Marinade,"marinade}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in",
40,What is the term for someone who doubts but does not deny the existence of God?,Agnostic,"Agnostic}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest ocean in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Pacific}.

What is the name of the largest continent in the world?
",
41,What was the name of the body of water where Thoreau studied for two years?,Walden Pond,"Walden Pond}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
An",
42,Where was the Declaration of Independence signed?,Philadelphia,"Philadelphia}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} br",
43,"What word means to shed hair, feathers, or an outer layer periodically, as with the changing seasons?",Molt,"molt}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for iron?
Answer in as few",
44,"What is the musical term that means ""without instrumental accompaniment""?",A capella,"a cappella}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest continent in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Asia}.

What is the name of the largest ocean in the world?
An",
45,What do we call the bone which composes the lower jaw?,Mandible,"Mandible}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in",
46,What is the last name of the first female pilot to cross the Atlantic?,Earhart,"Amelia Earhart}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of",
47,What nickname was given to Northerners who went south after the Civil War and took advantage of Southern poverty?,Carpetbaggers,"Carpetbaggers}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key",
48,What was the last name of the author who wrote the fable about the fox who assumed the grapes he couldn't reach were sour anyway?,Aesop,"Aesop}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for iron?
Answer in as",
49,What are the wooden clappers called that Spanish dancers hold in their hands?,Castanets,"castanets}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in",
50,What was the name of the vehicle used to carry and cook food on cattle drives?,Chuckwagon,"Wagon}.

What is the name of the largest organ in the human body?
Answer in as few words as possible, wrapping the key part in {} brackets: {Skin}.

What is the name of the largest organ in the human body?
Answer in as few words as possible, wrapping the key part in {} brackets: {Skin}.

What is the name of the largest organ in the human body?
An",
51,What are people who make maps called?,Cartographers,"cartographers}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {}",
52,What is the unit that marks sound intensity?,Decibel,"decibel}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest continent in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Asia}.

What is the name of the largest ocean in the world?
Answer",
53,What is the front section of a boat?,Bow,"Bow}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest continent in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Asia}.

What is the name of the largest ocean in the world?
Answer in",
54,Humans are classified as what species?,Sapiens,"Homo sapiens}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
Answer",
55,What is the name of the palace in London in which the Monarch of England resides?,Buckingham,"Buckingham Palace}.

What is the name of the river that flows through Paris?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Seine}.

What is the name of the river that flows through London?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Thames}.

What is the name of the river that flows through Berlin?
An",
56,What is the resort city on the French Riviera between Nice and St. Tropez where a famous film festival is held?,Cannes,"Cannes}.

What is the name of the largest island in the Caribbean Sea?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cuba}.

What is the name of the largest island in the Caribbean Sea?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cuba}.

What is the name of the largest island in the Caribbean Sea?
",
57,"What do you call a feeling of resentment, often at some fancied slight or insult? (usually follows the verb ""take"")",Umbrage,"offence}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as",
58,What is the name of a mixture of dried spices and flowers used for perfuming a room?,Potpourri,"potpourri}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest continent in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Asia}.

What is the name of the largest ocean in the world?
An",
59,What is the order of lower mammals including kangaroos and opossums which carry their young in an abdominal pouch?,Marsupialia,"Marsupials}.

What is the name of the largest river in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Amazon}.

What is the name of the largest river in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Amazon}.

What is the name of the largest river in the world?
Answer",
60,Who is the artist that painted everyday objects such as soup cans?,Warhol,"Andy Warhol}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first",
61,What do you call a plant material such as straw used as a roofing material for a house?,Thatch,"straw}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
Answer in as few",
62,"What is the name of the unrhymed verse form of Japanese origin having three lines containing usually 5, 7, and 5 syllables?",Haiku,"Haiku}.

What is the name of the 1993 film starring Tom Hanks as a man who has lost his memory?
Answer in as few words as possible, wrapping the key part in {} brackets: {Philadelphia}.

What is the name of the 1993 film starring Tom Hanks as a man who has lost his memory?
Answer in as few words as possible, wrapping the key part in",
63,What is the capital of Thailand?,Bangkok,"Bangkok}.

What is the capital of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Washington}.

What is the capital of the United Kingdom?
Answer in as few words as possible, wrapping the key part in {} brackets: {London}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part",
64,"Who is the oldest sister in ""The Brady Bunch""?",Marcia,"Marcia}.

What is the name of the first book in the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book in the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book in the Bible?
Answer in as",
65,What word means to divide an area into electoral district in order to give special advantage to one political party?,Gerrymander,"gerrymandering}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
Answer in",
66,What is the fin on the back of a fish called?,Dorsal,"dorsal fin}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest continent in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Asia}.

What is the name of the largest ocean in the world?
An",
67,What mammal has armor-like bony plates as its most distinguishing feature?,Armadillo,"An armadillo}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in",
68,What did the Seven Dwarves do for a living?,Mining,"They were miners}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in",
69,What river separates Washington D.C. from Virginia?,Potomac,"Potomac}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in",
70,What do you call a member of a volunteer group organized to suppress and punish crime (as when legal processes seem inadequate)?,Vigilante,"vigilante}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer",
71,What instrument is used to measure earthquakes?,Seismograph,"Seismograph}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {}",
72,What was the land where Puff the Magic Dragon lives?,Honalee,"Holland}.

What is the name of the first book in the Harry Potter series?
Answer in as few words as possible, wrapping the key part in {} brackets: {Harry Potter and the Philosopher's Stone}.

What is the name of the first book in the Lord of the Rings trilogy?
Answer in as few words as possible, wrapping the key part in {} brackets: {The",
73,What sailor's disease resulted from a deficiency in vitamin C?,Scurvy,"scurvy}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {}",
74,What is the technical term for the phenomenon commonly known as the Northern Lights?,Aurora Borealis,"Aurora Borealis}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key",
75,What type of paper is commonly used as an acid-base indicator in chemistry classes?,Litmus,"pH paper}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {}",
76,What is the name of the short sword fastened to the end of a musket or rifle?,Bayonet,"Bayonet}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in",
77,Where is the Amazon rainforest located?,Brazil,"South America}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} br",
78,What device is used to measure levels of radioactivity?,Geiger Counter,"Geiger counter}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {}",
79,Who was the magician and prophet from King Arthur's era?,Merlin,"Merlin}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the Bible?
Answer in as",
80,What was the name of the disorder depicted by Dustin Hoffman's character in the movie 'Rainman' otherwise known as Idiot Savantism?,Autism,"Autism}.

What is the name of the chemical element with the atomic number 11?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sodium}.

What is the name of the chemical element with the atomic number 12?
Answer in as few words as possible, wrapping the key part in {} brackets: {Magnesium}.

What is the name of the",
81,What does VoIP stand for?,Voice over Internet Protocol,"Voice over Internet Protocol}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for iron is {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for silver?
Answer",
82,Who defeated Pres. Harry Truman in the 1948 election according to an infamous Chicago Tribune headline?,Thomas Dewey,"Dewey}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for iron?
Answer in as",
83,What is the name of the migratory grasshopper that travels in vast swarms and strips areas passed of all vegetation?,Locust,"Mormon cricket}.

What is the name of the largest and most powerful of the great white sharks?
Answer in as few words as possible, wrapping the key part in {} brackets: {Megalodon}.

What is the name of the largest and most powerful of the great white sharks?
Answer in as few words as possible, wrapping the key part in {} brackets: {Megalodon}.
",
84,What city is the capital of Iceland?,Reykjavik,"Reykjavik}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part",
