,Question,Correct_Answer_Text,fr_model_answer,fr_correct?
12,What is the name of the art of Japanese paper folding?,Origami,"Origami}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in",
13,Who was England's prime minister during World War II?,Churchill,"Winston Churchill}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for oxygen?
Answer in as few words as possible, wrapping the key part in {} brackets: {O}.

",
14,"What is the word ""memo"" short for?",Memorandum,"memorandum}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.
",
15,What is the colored portion of the eye?,Iris,"Iris}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest ocean on Earth?
Answer in as few words as possible, wrapping the key part in {} brackets: {Pacific Ocean}.

What is the name of the largest city in the United States?
Answer in as few words as possible, wrapping",
16,What is the name of the shell from which people hear the sea?,Conch,"seashell}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in",
17,"What do you call the vessel, usually an ornamental vase on a pedestal, which is used to preserve the ashes of the dead?",Urn,"urn}.

What is the name of the 19th century English poet who wrote ""The Raven""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Edgar Allan Poe}.

What is the name of the 19th century English poet who wrote ""The Raven""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Edgar Allan Poe}.

What is the name",
18,What do you call an instrument for performing calculations by sliding beads along rods or grooves?,Abacus,"Abacus}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in",
19,What device blows air on to a fire to make it hotter?,Bellows,"fan}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as",
20,"What is the proper name for a ""tidal wave""?",Tsunami,"tsunami}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.
",
21,What is a goat's offspring called?,Kid,"kid}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

",
22,What optical instrument allows crews of submerged submarines to look at surface ships?,Periscope,"Depth finder}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in",
23,What is the term for nautical mile per hour?,Knot,"knot}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

",
24,What is the name of the loch (lake) in Scotland that is supposedly home of a legendary monster?,Ness,"Loch Ness}.

What is the name of the famous 19th century English poet?
Answer in as few words as possible, wrapping the key part in {} brackets: {Alfred, Lord Tennyson}.

What is the name of the famous 19th century English poet?
Answer in as few words as possible, wrapping the key part in {} brackets: {Alfred, Lord Tennyson}.

What is the name of the famous 19",
25,What is the name of the Egyptian plant that is cut into strips and pressed into a material to write on?,Papyrus,"papyrus}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in",
26,Which video game character is a plumber?,Super Mario,"Mario}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as",
27,"What is the craft of tying knots to make belts, bags, and plant hangers?",Macrame,"macramé}.

What is the name of the 1980s American pop group?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Jackson 5}.

What is the name of the 1980s American pop group?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Jackson 5}.

What is the name of the 1",
28,What is the last name of the doctor who first developed a vaccine against polio?,Salk,"Jonas Salk}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in",
29,What is the name of the hillbilly family who had the famous feud with the McCoys?,Hatfield,"The Hatfield-McCoy Feud}.

What is the name of the famous American author who wrote ""The Great Gatsby""?
Answer in as few words as possible, wrapping the key part in {} brackets: {F. Scott Fitzgerald}.

What is the name of the famous American inventor who created the light bulb?
Answer in as few words as possible, wrapping the key part in {} brackets: {Thomas Edison}.

What is the name of the famous",
30,What is the name of the man who created the comic strip 'Peanuts'?,Shultz,"Charles M. Schulz}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
",
31,In mammals the period of time between fertilization of the egg and the birth of the young is known by what scientific term?,Gestation,"gestation}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest ocean on Earth?
Answer in as few words as possible, wrapping the key part in {} brackets: {Pacific Ocean}.

What is the name of the largest continent on Earth?
Answer in as few words as possible, wrapping the",
32,Which was the 49th state to join the Union?,Alaska,"Rhode Island}.

What is the name of the first US President?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first US President?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first US President?
Answer in as few words as possible, wrapping the key part in",
33,What is the term frequently applied to Christ's doctrine of doing to others as we would wish them to do unto us?,Golden Rule,"Golden Rule}.

What is the name of the first person to be elected President of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first person to be elected President of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first person to be elected",
34,What was the name given to the geographic line in the United States which was the separation of slavery and freedom?,Mason-Dixon Line,"The Missouri Compromise}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer",
35,Of which country is Budapest the capital?,Hungary,"Hungary}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as",
36,What do you call a question that is asked for effect with no answer expected?,Rhetorical,"A rhetorical question}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.",
37,What word means to formally renounce a throne?,Abdicate,"abdicate}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.
",
38,Which president suffered from polio?,Roosevelt,"Franklin D. Roosevelt}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for oxygen?
Answer in as few words as possible, wrapping the key part in {} brackets: {O}.",
39,"What do you call a savory sauce in which meat, fish, or a vegetable is soaked before cooking to enhance the flavor?",Marinade,"Braising}.

What is the name of the largest city in the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {New York City}.

What is the name of the largest city in the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {New York City}.

What is the name of the largest city in the United States?
Answer in as",
40,What is the term for someone who doubts but does not deny the existence of God?,Agnostic,"agnostic}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

",
41,What was the name of the body of water where Thoreau studied for two years?,Walden Pond,"Lake Walden}.

What is the name of the first person to be elected President of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first person to be elected President of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first person to be elected",
42,Where was the Declaration of Independence signed?,Philadelphia,"Philadelphia, Pennsylvania}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for oxygen?
Answer in as few words as possible, wrapping the key part in {} brackets: {O}.
",
43,"What word means to shed hair, feathers, or an outer layer periodically, as with the changing seasons?",Molt,"shed}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest ocean on Earth?
Answer in as few words as possible, wrapping the key part in {} brackets: {Pacific Ocean}.

What is the name of the largest city in the United States?
Answer in as few words as possible, wrapping",
44,"What is the musical term that means ""without instrumental accompaniment""?",A capella,"A capella}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer",
45,What do we call the bone which composes the lower jaw?,Mandible,"mandible}.

What is the name of the largest organ in the human body?
Answer in as few words as possible, wrapping the key part in {} brackets: {skin}.

What is the name of the largest organ in the human body?
Answer in as few words as possible, wrapping the key part in {} brackets: {skin}.

What is the name of the largest organ in the human body?
Answer in as few words as possible",
46,What is the last name of the first female pilot to cross the Atlantic?,Earhart,"Armstrong}.

What is the name of the first woman to fly solo across the Atlantic?
Answer in as few words as possible, wrapping the key part in {} brackets: {Amelia Earhart}.

What is the name of the first woman to fly solo across the Atlantic?
Answer in as few words as possible, wrapping the key part in {} brackets: {Amelia Earhart}.

What is the name of the first woman to fly solo across the Atlantic",
47,What nickname was given to Northerners who went south after the Civil War and took advantage of Southern poverty?,Carpetbaggers,"Sharecroppers}.

What is the name of the first American president?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first American president?
Answer in as few words as possible, wrapping the key part in {} brackets: {George Washington}.

What is the name of the first American president?
Answer in as few words as possible, wrapping the key part in",
48,What was the last name of the author who wrote the fable about the fox who assumed the grapes he couldn't reach were sour anyway?,Aesop,"Reynard}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in",
49,What are the wooden clappers called that Spanish dancers hold in their hands?,Castanets,"Castanets}.

What is the name of the famous 19th century English poet?
Answer in as few words as possible, wrapping the key part in {} brackets: {Alfred, Lord Tennyson}.

What is the name of the famous 19th century English poet?
Answer in as few words as possible, wrapping the key part in {} brackets: {Alfred, Lord Tennyson}.

What is the name of the famous 19",
50,What was the name of the vehicle used to carry and cook food on cattle drives?,Chuckwagon,"cowboy wagon}.

What is the name of the largest city in the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {New York City}.

What is the name of the largest country in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Russia}.

What is the name of the largest ocean in the world?
Answer in as few words as",
51,What are people who make maps called?,Cartographers,"Cartographers}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.
",
52,What is the unit that marks sound intensity?,Decibel,"decibel}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.
",
53,What is the front section of a boat?,Bow,"Bow}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

",
54,Humans are classified as what species?,Sapiens,"Homo sapiens}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for oxygen?
Answer in as few words as possible, wrapping the key part in {} brackets: {O}.

What is the chemical symbol for carbon?
Answer in as few words as possible, wrapping the key part in {} brackets: {C}.",
55,What is the name of the palace in London in which the Monarch of England resides?,Buckingham,"Buckingham Palace}.

What is the name of the largest city in the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {New York City}.

What is the name of the largest country in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Russia}.

What is the name of the largest island in the world?
Answer in as few words as",
56,What is the resort city on the French Riviera between Nice and St. Tropez where a famous film festival is held?,Cannes,"Nice}.

What is the name of the famous French writer who wrote ""Les Misérables""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Victor Hugo}.

What is the name of the famous French writer who wrote ""Les Misérables""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Victor Hugo}.

What is the name of the famous French writer who wrote ",
57,"What do you call a feeling of resentment, often at some fancied slight or insult? (usually follows the verb ""take"")",Umbrage,"grumble}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest ocean on Earth?
Answer in as few words as possible, wrapping the key part in {} brackets: {Pacific Ocean}.

What is the name of the largest city in the United States?
Answer in as few words as possible,",
58,What is the name of a mixture of dried spices and flowers used for perfuming a room?,Potpourri,"Vermouth}.

What is the name of the largest city in the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {New York City}.

What is the name of the largest city in the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {New York City}.

What is the name of the largest city in the United States?
Answer in",
59,What is the order of lower mammals including kangaroos and opossums which carry their young in an abdominal pouch?,Marsupialia,"Marsupials}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest ocean on Earth?
Answer in as few words as possible, wrapping the key part in {} brackets: {Pacific Ocean}.

What is the name of the largest city in the world?
Answer in as few words as possible,",
60,Who is the artist that painted everyday objects such as soup cans?,Warhol,"Pablo Picasso}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in",
61,What do you call a plant material such as straw used as a roofing material for a house?,Thatch,"Straw roofing}.

What is the name of the largest city in the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {New York City}.

What is the name of the largest country in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: {Russia}.

What is the name of the largest ocean in the world?
Answer in as few words as possible",
62,"What is the name of the unrhymed verse form of Japanese origin having three lines containing usually 5, 7, and 5 syllables?",Haiku,"Kansai-tei}.

What is the name of the 19th century English poet who wrote ""The Raven""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Edgar Allan Poe}.

What is the name of the 19th century English poet who wrote ""The Raven""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Edgar Allan Poe}.
",
63,What is the capital of Thailand?,Bangkok,"Bangkok}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

",
64,"Who is the oldest sister in ""The Brady Bunch""?",Marcia,"Pam Brady}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

",
65,What word means to divide an area into electoral district in order to give special advantage to one political party?,Gerrymander,"Gerrymandering}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
",
66,What is the fin on the back of a fish called?,Dorsal,"fin}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

",
67,What mammal has armor-like bony plates as its most distinguishing feature?,Armadillo,"elephant}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest ocean on Earth?
Answer in as few words as possible, wrapping the key part in {} brackets: {Pacific Ocean}.

What is the name of the largest city in the United States?
Answer in as few words as possible,",
68,What did the Seven Dwarves do for a living?,Mining,"The Seven Dwarves were miners}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: ",
69,What river separates Washington D.C. from Virginia?,Potomac,"Potomac River}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.
",
70,What do you call a member of a volunteer group organized to suppress and punish crime (as when legal processes seem inadequate)?,Vigilante,"vigilante}.

What is the name of the 19th century English novelist who wrote ""Pride and Prejudice""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jane Austen}.

What is the name of the 19th century English novelist who wrote ""Sense and Sensibility""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jane Austen}.

What",
71,What instrument is used to measure earthquakes?,Seismograph,"seismograph}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.",
72,What was the land where Puff the Magic Dragon lives?,Honalee,"Puff the Magic Dragon's land}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on",
73,What sailor's disease resulted from a deficiency in vitamin C?,Scurvy,"Scurvy}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.",
74,What is the technical term for the phenomenon commonly known as the Northern Lights?,Aurora Borealis,"Aurora Borealis}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest ocean on Earth?
Answer in as few words as possible, wrapping the key part in {} brackets: {Pacific Ocean}.

What is the name of the largest city in the world?
Answer in as few words as possible,",
75,What type of paper is commonly used as an acid-base indicator in chemistry classes?,Litmus,"pH paper}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.
",
76,What is the name of the short sword fastened to the end of a musket or rifle?,Bayonet,"Revolver}.

What is the name of the 19th century English poet?
Answer in as few words as possible, wrapping the key part in {} brackets: {Alfred, Lord Tennyson}.

What is the name of the 19th century English poet?
Answer in as few words as possible, wrapping the key part in {} brackets: {Alfred, Lord Tennyson}.

What is the name of the 19th century English",
77,Where is the Amazon rainforest located?,Brazil,"South America}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets: {Paris}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for oxygen?
Answer in as few words as possible, wrapping the key part in {} brackets: {O}.

",
78,What device is used to measure levels of radioactivity?,Geiger Counter,"Radiometer}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.",
79,Who was the magician and prophet from King Arthur's era?,Merlin,"Morgan le Fay}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first person to walk on the moon?
Answer",
