,Question,Correct_Answer_Text,fr_model_answer,fr_correct?
38,Which president suffered from polio?,Roosevelt,Franklin D. Roosevelt}.,
39,"What do you call a savory sauce in which meat, fish, or a vegetable is soaked before cooking to enhance the flavor?",Marinade,Marinade},
40,What is the term for someone who doubts but does not deny the existence of God?,Agnostic,Atheist}.,
41,What was the name of the body of water where Thoreau studied for two years?,Walden Pond,Massachusetts Bay}.,
42,Where was the Declaration of Independence signed?,Philadelphia,"July 4, 1776}.",
43,"What word means to shed hair, feathers, or an outer layer periodically, as with the changing seasons?",Molt,Menopause}.,
44,"What is the musical term that means ""without instrumental accompaniment""?",A capella,Aria without instrumental accompaniment}.,
45,What do we call the bone which composes the lower jaw?,Mandible,Mandible}.,
46,What is the last name of the first female pilot to cross the Atlantic?,Earhart,Amelia Earhart}.,
47,What nickname was given to Northerners who went south after the Civil War and took advantage of Southern poverty?,Carpetbaggers,Carpetbaggers}.,
48,What was the last name of the author who wrote the fable about the fox who assumed the grapes he couldn't reach were sour anyway?,Aesop,Goldsmith}.,
49,What are the wooden clappers called that Spanish dancers hold in their hands?,Castanets,Burlaps}.,
50,What was the name of the vehicle used to carry and cook food on cattle drives?,Chuckwagon,Buffalo Wagon}.,
51,What are people who make maps called?,Cartographers,Mapmakers}.,
52,What is the unit that marks sound intensity?,Decibel,Decibel (dB)}.,
53,What is the front section of a boat?,Bow,Hull},
54,Humans are classified as what species?,Sapiens,Hominidae}.,
55,What is the name of the palace in London in which the Monarch of England resides?,Buckingham,Buckingham Palace}.,
56,What is the resort city on the French Riviera between Nice and St. Tropez where a famous film festival is held?,Cannes,Auberges de Cannes}.,
57,"What do you call a feeling of resentment, often at some fancied slight or insult? (usually follows the verb ""take"")",Umbrage,resentment},
58,What is the name of a mixture of dried spices and flowers used for perfuming a room?,Potpourri,Herbs and spices},
59,What is the order of lower mammals including kangaroos and opossums which carry their young in an abdominal pouch?,Marsupialia,Monotremes}.,
60,Who is the artist that painted everyday objects such as soup cans?,Warhol,Andy Warhol}.,
61,What do you call a plant material such as straw used as a roofing material for a house?,Thatch,Straw roofing}.,
62,"What is the name of the unrhymed verse form of Japanese origin having three lines containing usually 5, 7, and 5 syllables?",Haiku,Shingeki no Kyojin (The Chronicles of the Heike)}.,
63,What is the capital of Thailand?,Bangkok,Bangkok}.,
64,"Who is the oldest sister in ""The Brady Bunch""?",Marcia,Estelle},
65,What word means to divide an area into electoral district in order to give special advantage to one political party?,Gerrymander,Redistricting}.,
66,What is the fin on the back of a fish called?,Dorsal,Gill}.,
67,What mammal has armor-like bony plates as its most distinguishing feature?,Armadillo,Armor-plated mammals}.,
68,What did the Seven Dwarves do for a living?,Mining,Mineworkers}.,
69,What river separates Washington D.C. from Virginia?,Potomac,Delaware River}.,
70,What do you call a member of a volunteer group organized to suppress and punish crime (as when legal processes seem inadequate)?,Vigilante,Marauder}.,
71,What instrument is used to measure earthquakes?,Seismograph,Seismograph}.,
72,What was the land where Puff the Magic Dragon lives?,Honalee,Scotland}.,
73,What sailor's disease resulted from a deficiency in vitamin C?,Scurvy,Scurvy}.,
74,What is the technical term for the phenomenon commonly known as the Northern Lights?,Aurora Borealis,Aurora Borealis},
75,What type of paper is commonly used as an acid-base indicator in chemistry classes?,Litmus,pH paper}.,
76,What is the name of the short sword fastened to the end of a musket or rifle?,Bayonet,Bayonet}.,
77,Where is the Amazon rainforest located?,Brazil,South America}.,
78,What device is used to measure levels of radioactivity?,Geiger Counter,Radiometer}.,
79,Who was the magician and prophet from King Arthur's era?,Merlin,Merlin}.,
80,What was the name of the disorder depicted by Dustin Hoffman's character in the movie 'Rainman' otherwise known as Idiot Savantism?,Autism,Fragile X syndrome}.,
81,What does VoIP stand for?,Voice over Internet Protocol,Voice over Internet Protocol}.,
82,Who defeated Pres. Harry Truman in the 1948 election according to an infamous Chicago Tribune headline?,Thomas Dewey,"Harry S. Truman defeated by ""democrats"" in Chicago Tribune headline}.",
83,What is the name of the migratory grasshopper that travels in vast swarms and strips areas passed of all vegetation?,Locust,Desert locust},
84,What city is the capital of Iceland?,Reykjavik,Reykjavik}.,
85,Who was the first female Supreme Court justice?,O'Connor,Sandra Day O'Connor}.,
86,Who was the composer who worked with deafness?,Beethoven,Ludwig van Beethoven}.,
87,What is the last name of the man who assassinated Robert Kennedy?,Sirhan,Assassinated by Lee Harvey Oswald}.,
88,What is a community of ants called?,Colony,Colony}.,
89,What is the last name of the actor who played Perry Mason on TV?,Burr,Sterling}.,
90,What do you call a stone building (often found in cemetery) with places for entombment of the dead above ground?,Mausoleum,Cemetary arch}.,
91,"What is the former name of Istanbul, which was used when the city was occupied by Christians?",Constantinople,Macedonia}.,
92,"What was the last name of Lucille Ball's first husband, who starred with her on ""I Love Lucy""?",Arnaz,Patty}.,
93,What is the name of the three leaf clover which is the emblem of Ireland?,Shamrock,Trinity Knot},
94,What was the name of the infamous American traitor in the Revolutionary War?,Arnold,Benedict Arnold}.,
95,What is a group of geese called?,Gaggle,Flock}.,
96,What is a young female horse called?,Filly,Foal}.,
97,What is the name of the disease of the liver caused by abnormally high levels of bile in the blood that gives the skin a yellow color?,Jaundice,Jaundice}.,
98,What is the last name of the man who began the Reformation in Germany?,Luther,Luther}.,
99,What is the name of the islands off the coast of Ecuador that Darwin visited to study unique species of birds and animals?,Galapagos,Galápagos Islands}.,
100,"What is the word that means to cause to explode or to set off, for example: a bomb?",Detonate,detonate},
101,What is the orbiting particle of an atom?,Electron,Electron}.,
102,What was the last name of the female mouseketeer who later appeared in commercials for peanut butter?,Funicello,Betty Boop}.,
103,What is the famous prehistoric structure situated on Salisbury Plain England?,Stonehenge,Stonehenge}.,
104,What seasonal South Asian wind is characterized by heavy rains?,Monsoon,Monsoon}.,
105,What is the name of the legendary race of female warriors?,Amazons,Dwarves}.,
106,What is the wand called which is held in the hand as a symbol of regal or imperial power?,Scepter,Bow}.,
107,What was the name of the medieval code of honor practiced by knights that among other things elevated the position of women?,Chivalry,Ladies' Code of Chivalry}.,
108,"Who said the phrase, ""To be or not to be""?",Hamlet,"Shakespeare, Hamlet}.",
109,What is a group of lines in a poem called?,Stanza,Stanza}.,
110,Over which river is the George Washington Bridge?,Hudson,Brooklyn-Manhattan Bridge}.,
111,"What is the last name of the actor who received the Best Actor award for the movie ""On The Waterfront""?",Brando,Woodward}.,
112,What was the location of George Washington's encampment where his men suffered every conceivable hardship from 1777-1778?,Valley Forge,Valley of the Shadow of Death}.,
113,What was the last name of the nearly blind impressionist artist who painted a series of mural-sized pictures of water lilies near the end of his life?,Monet,Cezanne}.,
114,What dwarf kills himself when a young bride guesses his highly unusual name?,Rumpelstiltskin,Snow White},
115,What word means to bleed heavily or uncontrollably?,Hemorrhage,Anaphylactic}.,
116,What is the name of the strait between Alaska and Siberia?,Bering,Chukchi Sea}.,
117,What is the last name of the current mayor of New York City?,De Blasio,Bloomberg},
118,What beetle was held sacred by ancient Egyptians?,Scarab,Anax griseus}.,
119,What river in Hades does Charon ferry dead souls across?,Styx,Charon ferries dead souls across the {} river in Hades.,
120,Who shot an apple off of his son's head in the 14th century?,William Tell,Henry VIII},
121,What is the last name of the author of Little Women?,Alcott,Louisa May Alcott}.,
122,What is last name of the woman who wrote Gone With the Wind?,Mitchell,Mildred Taylor}.,
123,What is the last name of the author of 'The Hobbit'?,Tolkien,J.R.R. Tolkien}.,
124,What did the Wright Brothers do before inventing an aircraft?,Built bicycles,Experimented with powered flight in the late 19th century}.,
125,"What is the last name of the actress who played Gloria on TV's ""All in the Family""?",Struthers,Doe},
126,"What is the last name of the actor who starred in both the Broadway production and the film, ""A Streetcar Named Desire""?",Brando,Forestier},
127,"What is the last name of the Romanian gymnast who scored 7 perfect ""10's"" and won 3 gold medals in the 1976 Olympics?",Comaneci,Pelevoi},
128,"What do you call a habitual spasmodic motion or twitching of particular muscles, especially in the face?",Tic,Tics},
129,What is the river that flows north from Switzerland to Holland and forms the border between Germany and France?,Rhine,Rhine River}.,
130,What was the harp-like instrument used in ancient Greece to accompany singing and recitation?,Lyre,Lyre}.,
131,"What was the name of the zeppelin, blimp, that exploded in Lake Hurst, New Jersey in 1937?",Hindenburg,Zeppelin LZ 109}.,
132,What is a male witch called?,Warlock,Hermit}.,
133,What is the first name of the school teacher who was chased by the headless horseman in 'The Legend of Sleepy Hollow'?,Ichabod,Percy}.,
134,What is the last name of the author of 'Uncle Tom's Cabin'?,Stowe,Harriet Beecher Stowe}.,
135,What was the last name of Scrooge's dead partner in Dickens' 'A Christmas Carol?',Marley,Andrew Dickens}.,
136,What is the term for when three musical notes are played together?,Chord,Harmonic combination}.,
137,What do you call the three periods(...) used to indicate an omission or a pause?,Ellipsis,"Comma, Semicolon, Period}.",
138,What word would means having a healthy reddish color?,Ruddy,Amber}.,
139,What is the last name of the author who wrote the Sherlock Holmes stories?,Doyle,Strachey}.,
140,What game was Deep Blue skilled at?,Chess,Chess}.,
141,"Who was Time Magazine's 1938 ""Man of the Year""?",Adolph Hitler,Adolf Hitler},
142,Who was the fictional character who married his mother and blinded himself?,Oedipus,Oedipus},
143,What was the name of the German Secret State Police?,Gestapo,Brownshirts}.,
144,What peace treaty ended World War I?,Versailles,"Paris Peace Conference, 1919}.",
145,"Which bone does the colloquial term ""jawbone"" refer to?",Mandible,Skull}.,
146,Which Aerosmith song was re-made by Run D.M.C.?,Walk this Way,"""Smells Like Teen Spirit""} {}",
147,What is the name for the legendary Egyptian sculpture which asked people a famous riddle?,Sphinx,The Sphinx}.,
148,What is the capital of Finland?,Helsinki,Viipuri}.,
149,What is the capital of Canada?,Ottawa,Ottawa}.,
150,What is the last name of the inventor of the wireless radio?,Marconi,Bell}.,
151,What is the largest city and capital of Kenya?,Nairobi,Jinja}.,
152,Who was the most famous Greek doctor?,Hippocrates,Achimedes},
153,What is the last name of the husband-wife spies who were electrocuted in 1951 for passing atomic secrets to Russia?,Rosenberg,Churchley}.,
154,What is the gas that forms dry ice when frozen?,Carbon dioxide,CO2}.,
155,What was the last name of the explorer who tramped through what is now Florida looking for the fountain of youth?,Ponce De Leon,Ponce de Leon}.,
156,What is the last name of the author of 'Call of the Wild'?,London,Naturalist},
157,What kind of poison did Socrates take as his execution?,Hemlock,Scurvy}.,
158,What is the last name of the woman who founded the American Red Cross?,Barton,Clara Barton}.,
159,Who was the person who visited the Lilliputians?,Gulliver,H.G. Wells}.,
160,Who was Robin Hood's greatest enemy?,Sheriff of Nottingham,Archer King},
161,What is the navigation instrument used at sea to plot positioning by the stars?,Sextant,Astrolabe}.,
162,"What do you call a word or sentence that reads the same backward or forward, such as ""Madam, I'm Adam""?",Palindrome,palindrome}.,
163,Which body of water separates Central and South America?,Panama Canal,Pacific Ocean}.,
164,What word means to cut or chop (food) into very small pieces?,Mince,Dice}.,
165,What was the capital of Czechoslovakia?,Prague,Prague}.,
166,What is the mixture of two or more metallic elements?,Alloy,Alloys}.,
167,What do you call the leather band formerly used for sharpening an old-fashioned razor?,Strop,Sharpening cloth}.,
168,What is the colloquial term for patella?,Kneecap,Patella},
169,What is the name of the hardwood of an (Asian) Indian timber tree often used for furniture?,Teak,Mahogany},
170,Who was Elton John's chief lyricist?,Bernie Taupin,Richard Rodgers}.,
171,"Which serial killer called himself ""Son of Sam""?",David Berkowitz,John Wayne Gacy}.,
172,"Who is known as ""The Father of Geometry""?",Euclid,Euclid}.,
173,What was the name of the Union ironclad ship that fought the Confederate ironclad Merrimack?,Monitor, USS Monitor }.,
174,In 'Romeo and Juliet' who were the Montagues feuding with?,Capulets,The Capulets}.,
175,"What is the last name of the actor who starred in ""Hart to Hart"" and ""Switch"" on TV and also in many movies?",Wagner,Sterling Lee}.,
176,What do you call a person who collects and studies stamps?,Philatelist,Stamophile}.,
177,What is the name of the river that runs through Rome?,Tiber,Vianina}.,
178,What is the name of the mountain range that separates Asia from Europe?,Ural,Himalayas}.,
179,What was the 2001 event that led to the bankruptcy of a U.S. energy company and resulted in the dissolution of Arthur Anderson?,The Enron Scandal,"Energy Crisis, 2001}.",
180,"Whose autobiography is titled ""Lady Sings the Blues""?",Billie Holiday,Roberta Hutton}.,
181,What is the name of the Viking who discovered Greenland?,Erik the Red,Greenland explorer}.,
182,What was Bob Dylan's birth name?,Robert Zimmerman,Robert Allen Zimmerman}.,
183,Where was the 1939 World's Fair held?,New York City,"Chicago, USA}.",
184,What did the irascible Ted Williams do in the final at bat of his 19-year major-league career?,Hit a home run,"Walks on in left field, hits a home run}.",
185,On top of which mountain was Moses given the Ten Commandments?,Sinai,Mount Sinai}.,
186,What is the last name of the Cuban leader that Castro overthrew?,Batista,Gonândo}.,
187,What is the name of the fountain in Rome into which coins are thrown for good luck?,Trevi,Colosseum}.,
188,What was the English settlement that vanished in the late 1580s?,Roanoke,Lost Jamestown Colony}.,
189,What do you call a moderately fast gait of a horse in which the legs move in diagonal pairs?,Trot,Quartering}.,
190,What is the term given to pure spiritual love which is devoid of carnal desires between members of opposite sexes?,Platonic,Kama Rupa Asan}.,
191,What was the disease known as the 'Black Plague'?,Bubonic,Black Death},
192,What was the last name of the person known as the 'desert fox',Rommel,Tatyana Kubiak}.,
193,What is the last name of the first person to climb Mount Everest?,Hillary,Shackleton}.,
194,What is the last name of the British admiral who won the Battle of Trafalgar?,Nelson,Nelson}.,
195,"What is the last name of the French author who wrote ""The Stranger""?",Camus,Camus}.,
196,"What is the last name of the man who created the comic strip ""Li'l Abner""?",Capp,Peale},
197,To which continent is the yam native?,Africa,Africa}.,
198,What word means to raise into position by means of a pulley?,Hoist,Raise}.,
199,What is the old name of Taiwan?,Formosa,Formosa},
200,What was the creature killed by Theseus which had the body of a man and the head of a bull?,Minotaur,Medusa}.,
201,In which city is Michelangelo's statue of David located?,Florence,"Florence, Italy}.",
202,What is the last name of the man who invented dynamite?,Nobel,Lévy}.,
203,What is John Kenneth Galbraith's profession?,Economist,Economist}.,
204,Who was the bouncy and egotistical friend of Christopher Robin?,Tigger,Pinky}.,
205,What is a network designed to allow communication within an organization?,An intranet,Intranet}.,
206,What was invented by Wilhelm Rontgen in 1895?,X-ray machine,X-ray}.,
207,Who is the national poet of Scotland?,Robert Burns,William Shakespeare}.,
208,What do you call a sharp and sudden pain in the side?,Stitch,Torsion}.,
209,What is the metric for gemstone quality?,Carat,Star Brilliant Cut}.,
210,"What was the last name of the composer of the ""Maple Leaf Rag""?",Joplin,Ragtime}.,
211,What is the long process by which a dead organism turns to stone?,Petrification,Cementation}.,
212,What was the first feature-length motion picture with sound?,The Jazz Singer,1927}.,
213,Which sport has the highest amount of doping?,Cycling,Gymnastics}.,
214,What is the only nut tree native to North America?,Pecan,Beechnut},
215,What do you call the purification or purgation of the emotions that is supposed to happen through art?,Catharsis,Expressionism}.,
216,What is the name of the island on which Napoleon was born?,Corsica,Corsica}.,
217,"What is the last name of the man who said, ""I only regret that I have but one life to lose for my country""?",Hale,Winston Churchill}.,
218,What is Jane Goodall famous for studying?,Chimpanzees,Primatology}.,
219,What is the city in which the baseball hall of fame is located?,Cooperstown,"Stadium Island, New York City}.",
220,What is the last name of the movie actor who portrayed Spartacus?,Douglas,DiCaprio}.,
221,Which famous explorer first introduced iced desserts into Europe?,Marco Polo,Jean-Baptiste Carême}.,
222,What is the name of the Mediterranean island south of Turkey that is an independent republic and a member of the Commonwealth?,Cyprus,Cyprus}.,
223,In addition to the Kentucky Derby and the Belmont Stakes what horse race comprises the Triple Crown?,Preakness,"Kentucky Derby, Preakness Stakes, Belmont Stakes}.",
224,What is the last name of the author who wrote the James Bond novels?,Fleming,Bond}.,
225,What open-air public theater was home to William Shakespeare's theatrical company?,Globe,Blackfriars Theatre}.,
226,What is a Japanese dance drama featuring stylized narrative choreographic movements?,Kabuki,Kabuki}.,
227,"Auguste Rodin's ""The Thinker"" is found in the garden of a museum in which city?",Paris,Paris}.,
228,What is Tiger Woods' real first name?,Eldrick,Tiger},
229,"What is the last name of the playwright who wrote ""A Streetcar Named Desire""?",Williams,Belasco}.,
230,"What is the last name of the judge who was known as ""The Law West of the Pecos?""",Bean,Corwin},
231,What is the word meaning the promises from God to humans?,Covenant,Gospel}.,
232,What is the last name of the cosmonaut who was the first person to orbit the earth?,Gagarin,Knut**Scott** Scott-Baker}.,
233,"What word denotes the series of units of weight used to measure gold, in which a pound equals twelve ounces?",Troy,Troy ounce}.,
234,What do youcall a formal exercise by a team of marchers?,Drill,Bowdlerization}.,
235,"What do you call stage entertainment consisting of various unrelated acts, such as magicians, acrobats, etc?",Vaudeville,Variety show}.,
236,What was the last name of the man who asked you not to squeeze the Charmin in the toilet paper commercial?,Whipple,Michael Jordan}.,
237,What was built to confine the Minotaur and now refers to a maze?,Labyrinth,Medusa's Labyrinth}.,
238,What was Bugsy Siegel's real first name?,Benjamin,Henry},
239,Which first lady was the first to live in the White House?,Abigail Adams,First Lady Eleanor Roosevelt}.,
240,Who was the mythical Roman goddess of love?,Venus,Venus}.,
241,"What word means to voluntarily sacrifice (e.g., cargo) in order to lighten a ship or aircraft's load in time of distress?",Jettison,Dockside}.,
242,"What is the last name of the actor who played the scarecrow in the movie, ""The Wizard of Oz""?",Bolger,Crouchman}.,
243,What do you call the position of the arms when the hands are on the hips and the elbows are out?,Akimbo,Primal stance}.,
244,What is the name of the substance derived from a whale that is used to make perfume?,Ambergris,Scentum Alchemiae}.,
245,What is the longest river In Asia?,Yangtze,Yangtze River}.,
246,"What was the last name of the female star of the movie ""Casablanca""?",Bergman,Scarlet Johansson}.,
247,"What was the last name of the Captain of the British ship ""Bounty"" when the mutiny occurred?",Bligh,Bowring}.,
248,Halloween traces its origins to which pagan festival?,Samhain,Samhain}.,
249,"Who wrote ""The Rime of the Ancient Mariner""?",Samuel Taylor Coleridge,Nathaniel Hawthorne},
250,What was Fonzie's first name in television's 'Happy Days'?,Arthur,Fred}.,
251,What do you call a chain of rocks or coral at or near the surface of the water in an ocean?,Reef,Trawndale**.,
252,What is the name of Germany's largest battleship that was sunk in World War II?,Bismarck,Scharnhorst}.,
253,What is the last name of the first man to run the mile in under four minutes?,Bannister,Edwin Powell Powell}.,
254,What album holds the world record for copies sold?,Thriller,Thriller},
255,What food is often used as a substitute for ice cream in advertising photo shoots?,Mashed Potato,Custard}.,
256,What was Sinatra's chart-topping duet with his daughter Nancy?,Somethin' Stupid,"""Holiday Inn"" (1954) with Nancy Sinatra.",
257,What philosopher was considered the ugliest man in Athens?,Socrates,Xenophanes}.,
258,"What word means relating to or situated on the back, especially of an animal?",Dorsal,Abdomen},
259,"What is the last name of the author who wrote ""The Brothers Karamazov""?",Dostoyevsky,Tolstoy}.,
260,What is the name of the obnoxious rooster in Warner Brothers cartoons?,Foghorn Leghorn,"Rooster from ""Rooster from the Hat""}.",
261,Who is the lead singer of Limp Bizkit?,Fred Durst,B.J. Piercy},
262,In 1984 Pres. Ronald Reagan won every state except one. Which one did he lose?,Minnesota,Nevada}.,
263,What is the name of the man who removed the thorn from the lion's paw in the story from Aesop's fables?,Androcles,The Tortoise},
264,What is the last name of 1980 Olympic hopeful Randy Gardener's ice skating partner?,Babilonia,Miller}.,
265,What is the name of the formerly independent country north of Lithuania and Latvia that was absorbed into USSR?,Estonia,Belarus}.,
266,Who is the messenger of the gods in Greek mythology?,Hermes,Hermes}.,
267,What is the name of the Chinese religion founded by Lao Tse?,Taoism,Confucianism},
268,What was the name of Alexander Graham Bell's assistant?,Watson,Mollie},
269,What is a poem in which the first letters of each line spell a word?,An acrostic,Anthology},
270,What story is the first to feature Edgar Allan Poe's amateur detective C. Auguste Dupin?,Murders in the Rue Morgue,The Murders in the Rue Morgue}.,
271,Niels Bohr used quantum mechanics to describe which element?,Hydrogen,Hydrogen}.,
272,What is the alternative name for the Sea of Cortez?,Gulf of California,Lagoon of California}.,
273,Ailurophobia is the fear of what?,Cats,insects},
274,"What is the last name of the composer who wrote the opera ""Don Giovanni?""",Mozart,Wolfgang Amadeus Mozart}.,
275,"What is the last name of the author of ""Our Town""?",Wilder,Hartley}.,
276,"What word means to observe and offer unwanted advice or comment, especially at a card game?",Kibitz,Shy observer}.,
277,What is the last name of the author of Jonathan Livingston Seagull?,Bach,Herman] G. Showalter.,
278,Who invented flexible photographic film?,George Eastman,Edwin Land}.,
279,"Who said ""You'd be surprised how much it costs to look this cheap?""",Dolly Parton,George Carlin}.,
280,Which Egyptian god was often represented as a falcon?,Horus,Hathor}.,
281,What is U2 singer Bono's real name?,Paul Hewson,Gianfranco Mauri}.,
282,In which city does the Cotton Bowl take place?,Dallas,Texas A&M University},
283,What is the capital of Australia?,Canberra,Sydney}.,
284,What do you call a secret agreement or pact (as between lovers)?,Tryst,Marriage contract}.,
285,"What was the name of the capital of the Aztec empire, which was located where Mexico City is today?",Tenochtitlan,Tenochtitlan}.,
286,What do you call a law that gives exclusive right of inheritance to the eldest son?,Primogeniture,Patrilineal inheritance}.,
287,Which lawyer and presidential adviser in 1969 became the only Supreme Court justice to resign under threat of impeachment?,Abe Fortas,Chief Justice Earl Warren}.,
288,Who was the first ruler of the Holy Roman Empire?,Charlemagne,Otto I},
289,"What is the national park in Utah, northeast of Zion, which is famous for the rock formations in its canyon?",Bryce,Grand Canyon}.,
290,What is the last name of the criminal who was killed by FBI agents outside of a Chicago movie theater?,Dillinger,O'BRIEN},
291,What is the name of the instrument used to measure wind speed?,Anemometer,Sirens}.,
292,"What is the last name of the singer who made a hit recording of the song ""Who's Sorry Now?""",Francis,Pat Metheny}.,
293,Who designed Central Park in New York City?,Frederick Law Olmstead,Frederick Law Olmsted}.,
294,The Mayan and Aztec peoples used cocoa beans not only to make a delicious beverage but also as...?,Currency,medicine}.,
295,Which Bronte sister died of tuberculosis in 1848 and was famously buried in a coffin that was a meager 16 inches (41 cm) wide?,Emily,Brontë sisters},
296,What breed of dog is known for making a yodeling noise instead of barking?,Basenji,Basset Hound}.,
297,What was author George Eliot's real name?,Mary Ann Evans,Mary Ann Evans}.,
298,In what geological period did birds evolve?,Jurassic,150 million years ago (Mya)},
299,Polo consists of 8 periods called what?,Chukkers,Rounds}.,
300,With which band was David Johansen the lead singer?,The New York Dolls,Queen}.,
301,What does a philomath have a love for?,Learning,Books}.,
302,What was the title of Dr. Seuss' first book?,And to Think That I Saw It on Mulberry Street,The Cat in the Hat}.,
303,What was the name of George of the Jungle's pet elephant?,Shep,Bambi}.,
304,What word means the form of something in the form of a spiral or coil?,Helix,Helical}.,
305,What do you call a verb that does not take a direct object?,Intransitive,Auxiliary verb}.,
306,What is the last name of the candidate who ran as an independent against Reagan and Carter in 1980?,Anderson,Bush},
307,What is the name of the brightest star in the sky excluding the sun?,Sirius,Sirius}.,
308,What is the last name of the doctor who performed the first successful human heart transplant?,Barnard,Torpey}.,
309,What mythical creature did Perseus kill?,Medusa,Medusa}.,
310,Who was the greatest poet of Russia's golden age?,Alexander Pushkin,Alexander Pushkin}.,
311,"Who wrote the ""Threepenny Opera""?",Bertolt Brecht,Boris Thomasoff},
312,What was the first product to have a barcode?,Wrigley gum,UPC barcode}.,
313,In which Cleveland suburb did actor Paul Newman grow up?,Shaker Heights,East End City}.,
314,"The term ""op-ed"" is a shortened form of which phrase?",Opposite the editorial page,Editorial opinion},
315,What was the last name of Billy the Kid?,Bonney,Gershwin}.,
316,"From what musical is the song ""Baubles Bangles And Beads""?",Kismet,Bohemian Rhapsody},
317,What word means lasting only a very brief time?,Ephemeral,Ephemeral}.,
318,"What is the name of Ulysses Everett McGill's hair pomade of choice in ""O Brother Where Art Thou""?",Dapper Dan,Kahuku Wax}.,
319,What philosopher was imprisoned by the British government in 1918 for campaigning against war and conscription?,Bertrand Russell,Karl Marx}.,
320,The theme tune for 'Monty Python's Flying Circus' was written by which composer?,John Philip Sousa,John Barry},
321,What is a chord consisting of three tones of a diatonic scale called?,Triad,Major 7th chord}.,
322,What was the name of the U.S. surveillance ship that was attacked by North Vietnam in the Gulf of Tonkin?,USS Maddox,USS Maddox}.,
323,What do A. E. Housman's initials stand for?,Alfred Edward,AE}.,
324,"In which film did Doris Day sing the Oscar winning song ""Secret Love""?",Calamity Jane,1955}.,
325,Which first lady initiated the Easter egg roll on the White House lawn?,Lucy Hayes,Jacqueline Kennedy Onassis},
326,"Who is the author of ""Ozymandias""?",Percy Bysshe Shelley,Edgar Allan Poe}.,
327,What is LL Cool J.'s real name?,James Todd Smith,The-Legendary-L.L. Cool J.},
328,Aldebaran is the brightest star in which constellation?,Taurus,Scorpio}.,
329,What do you call a solemn declaration made by a person who conscientiously declines taking an oath?,Affirmation,Conceding a duty without oath}.,
330,Who assassinated Mohandas Gandhi?,A Hindu nationalist,"March 2, 1948}.",
331,What were the first tennis racket strings made of?,Sheep gut,Late 19th century}.,
332,Myosotis is the latin name for which type of flower?,Forget-Me-Not,Evening Primrose},
