,Question,Correct_Answer_Text,fr_model_answer,x_fr_correct,y_fr_correct,final_ruling
19,What device blows air on to a fire to make it hotter?,Bellows,"A blowtorch}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first planet from the Sun?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first letter of the Greek alphabet?
Answer in as few words as possible,",N,N,N
20,"What is the proper name for a ""tidal wave""?",Tsunami,"Tsunami}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the proper name for a ""tidal wave""?
Answer in as few words as possible, wrapping the key part in {} brackets: {Tsunami}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in",Y,Y,Y
21,What is a goat's offspring called?,Kid,"Kid}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What is a goat's offspring called?
Answer in as few words as possible, wrapping the key",Y,Y,Y
22,What optical instrument allows crews of submerged submarines to look at surface ships?,Periscope,"Periscope}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to fly in space?
Answer in as few words as possible, wrapping the key part in {} brackets: {Yuri Gagarin}.

What is the name of the first man to reach the North Pole?
",Y,Y,Y
23,What is the term for nautical mile per hour?,Knot,"knot}.

What is the term for the number of times a second?
Answer in as few words as possible, wrapping the key part in {} brackets: {Hz}.

What is the term for the number of times a minute?
Answer in as few words as possible, wrapping the key part in {} brackets: {sec}.

What is the term for the number of times a second squared?
Answer in as few words as possible, wrapping the key part",Y,Y,Y
24,What is the name of the loch (lake) in Scotland that is supposedly home of a legendary monster?,Ness,"Loch Ness}.

What is the name of the famous painting by Leonardo da Vinci?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Mona Lisa}.

What is the name of the famous painting by Vincent van Gogh?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Starry Night}.

What is the name of the famous painting by Pablo Picasso?",Y,Y,Y
25,What is the name of the Egyptian plant that is cut into strips and pressed into a material to write on?,Papyrus,"Papyrus}.

What is the name of the Greek god of the sea?
Answer in as few words as possible, wrapping the key part in {} brackets: {Poseidon}.

What is the name of the Greek god of the sky?
Answer in as few words as possible, wrapping the key part in {} brackets: {Zeus}.

What is the name of the Greek god of the underworld?
Answer in as few words as possible,",Y,Y,Y
26,Which video game character is a plumber?,Super Mario,"Mario}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

Which video game character is a plumber?
Answer in as few words as possible, wrapping the key part",Y,Y,Y
27,"What is the craft of tying knots to make belts, bags, and plant hangers?",Macrame,"Knotting}.

What is the name of the first person to reach the North Pole?
Answer in as few words as possible, wrapping the key part in {} brackets: {Robert Peary}.

What is the name of the first person to reach the South Pole?
Answer in as few words as possible, wrapping the key part in {} brackets: {Robert Scott}.

What is the name of the first person to reach the summit of Mount",N,N,N
28,What is the last name of the doctor who first developed a vaccine against polio?,Salk,"Salk}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to fly solo across the Atlantic?
Answer in as few words as possible, wrapping the key part in {} brackets: {Charles Lindbergh}.

What is the name of the first man to fly solo across the Pacific?",Y,Y,Y
29,What is the name of the hillbilly family who had the famous feud with the McCoys?,Hatfield,"The Hatfields}.

What is the name of the famous American author who wrote the book ""The Great Gatsby""?
Answer in as few words as possible, wrapping the key part in {} brackets: {F. Scott Fitzgerald}.

What is the name of the famous American author who wrote the book ""The Great Gatsby""?
Answer in as few words as possible, wrapping the key part in {} brackets: {F. Scott Fitzgerald}.

",Y,Y,Y
30,What is the name of the man who created the comic strip 'Peanuts'?,Shultz,"Charles M. Schulz}.

What is the name of the man who created the comic strip 'Peanuts'?
Answer in as few words as possible, wrapping the key part in {} brackets: {Charles M. Schulz}.

What is the name of the man who created the comic strip 'Peanuts'?
Answer in as few words as possible, wrapping the key part in {} brackets: {Charles M. Schulz}.
",N,Y,Y
31,In mammals the period of time between fertilization of the egg and the birth of the young is known by what scientific term?,Gestation,"Pregnancy}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

In mammals the period of time between fertilization of the egg and the birth of the young",N,N,N
32,Which was the 49th state to join the Union?,Alaska,"Alaska}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

Which was the 49th state to join the Union?
Answer in as few words as possible,",Y,Y,Y
33,What is the term frequently applied to Christ's doctrine of doing to others as we would wish them to do unto us?,Golden Rule,"The Golden Rule}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the New Testament?
Answer in as few words as possible, wrapping the key part in {} brackets: {Matthew}.

What is the name of the first book of the Old Testament?
Answer in as few words as possible,",Y,Y,Y
34,What was the name given to the geographic line in the United States which was the separation of slavery and freedom?,Mason-Dixon Line,"The Mason-Dixon Line}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for iron?
Answer in as few words as possible",Y,Y,Y
35,Of which country is Budapest the capital?,Hungary,"Hungary}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

Of which country is Budapest the capital?
Answer in as few words as possible, wrapping the key part in",Y,Y,Y
36,What do you call a question that is asked for effect with no answer expected?,Rhetorical,"Rhetorical question}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What do you call a question that is asked for effect with no answer expected?
Answer in as",Y,Y,Y
37,What word means to formally renounce a throne?,Abdicate,"abdicate}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What word means to formally renounce a throne?
Answer in as few words as possible, wrapping the key",Y,Y,Y
38,Which president suffered from polio?,Roosevelt,"Franklin D. Roosevelt}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

Which president suffered from polio?
Answer in as few words as possible",Y,Y,Y
39,"What do you call a savory sauce in which meat, fish, or a vegetable is soaked before cooking to enhance the flavor?",Marinade,"marinade}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the New Testament?
Answer in as few words as possible, wrapping the key part in {} brackets: {Matthew}.

What is the name of the first book of the Old Testament?
Answer in as few words as possible,",Y,Y,Y
40,What is the term for someone who doubts but does not deny the existence of God?,Agnostic,"Agnostic}.

What is the term for a person who believes in God but does not follow any particular religion?
Answer in as few words as possible, wrapping the key part in {} brackets: {Atheist}.

What is the term for a person who believes in God but does not follow any particular religion?
Answer in as few words as possible, wrapping the key part in {} brackets: {Agnostic}.

What is the term",Y,Y,Y
41,What was the name of the body of water where Thoreau studied for two years?,Walden Pond,"Concord River}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What was the name of the body of water where Thoreau studied for two years?
Answer in as",N,N,N
42,Where was the Declaration of Independence signed?,Philadelphia,"Philadelphia}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

Where was the Declaration of Independence signed?
Answer in as few words as possible, wrapping the",Y,Y,Y
43,"What word means to shed hair, feathers, or an outer layer periodically, as with the changing seasons?",Molt,"Molt}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What word means to shed hair, feathers, or an outer layer periodically, as with the changing seasons?",Y,Y,Y
44,"What is the musical term that means ""without instrumental accompaniment""?",A capella,"a cappella}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What is the musical term that means ""without instrumental accompaniment""?
Answer in as few words as",Y,Y,Y
45,What do we call the bone which composes the lower jaw?,Mandible,"Mandible}.

What is the name of the largest continent?
Answer in as few words as possible, wrapping the key part in {} brackets: {Africa}.

What is the name of the largest ocean?
Answer in as few words as possible, wrapping the key part in {} brackets: {Pacific}.

What is the name of the largest river in the world?
Answer in as few words as possible, wrapping the key part in {} brackets:",Y,Y,Y
46,What is the last name of the first female pilot to cross the Atlantic?,Earhart,"Amelia Earhart}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to fly solo across the Atlantic?
Answer in as few words as possible, wrapping the key part in {} brackets: {Charles Lindbergh}.

What is the name of the first man to fly solo across the",Y,Y,Y
47,What nickname was given to Northerners who went south after the Civil War and took advantage of Southern poverty?,Carpetbaggers,"Buffalo Soldiers}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What nickname was given to Northerners who went south after the Civil War and took advantage of Southern",N,N,N
48,What was the last name of the author who wrote the fable about the fox who assumed the grapes he couldn't reach were sour anyway?,Aesop,"Aesop}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What was the last name of the author who wrote the fable about the fox who assumed the grap",Y,Y,Y
49,What are the wooden clappers called that Spanish dancers hold in their hands?,Castanets,"Castanets}.

What is the name of the famous French painter who was born in 1841?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cézanne}.

What is the name of the famous French painter who was born in 1841?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cézanne}.

What is the name of the",Y,Y,Y
50,What was the name of the vehicle used to carry and cook food on cattle drives?,Chuckwagon,"chuck wagon}.

What is the name of the first person to reach the South Pole?
Answer in as few words as possible, wrapping the key part in {} brackets: {Robert Falcon Scott}.

What is the name of the first person to reach the North Pole?
Answer in as few words as possible, wrapping the key part in {} brackets: {Robert Peary}.

What is the name of the first person to reach the sum",Y,Y,Y
51,What are people who make maps called?,Cartographers,"cartographers}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What are people who make maps called?
Answer in as few words as possible, wrapping the key part in",Y,Y,Y
52,What is the unit that marks sound intensity?,Decibel,"decibel}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What is the unit that marks sound intensity?
Answer in as few words as possible, wrapping the key part",Y,Y,Y
53,What is the front section of a boat?,Bow,"Bow}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first planet from the Sun?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first letter of the Greek alphabet?
Answer in as few words as possible, wrapping the",Y,Y,Y
54,Humans are classified as what species?,Sapiens,"Homo sapiens}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

Humans are classified as what species?
Answer in as few words as possible, wrapping",Y,Y,Y
55,What is the name of the palace in London in which the Monarch of England resides?,Buckingham,"Buckingham Palace}.

What is the name of the capital of the United States of America?
Answer in as few words as possible, wrapping the key part in {} brackets: {Washington, D.C.}.

What is the name of the capital of the United Kingdom?
Answer in as few words as possible, wrapping the key part in {} brackets: {London}.

What is the name of the capital of France?
Answer in as few words",Y,Y,Y
56,What is the resort city on the French Riviera between Nice and St. Tropez where a famous film festival is held?,Cannes,"Cannes}.

What is the name of the famous French chef who has a restaurant in Paris?
Answer in as few words as possible, wrapping the key part in {} brackets: {Gordon Ramsay}.

What is the name of the famous French chef who has a restaurant in Paris?
Answer in as few words as possible, wrapping the key part in {} brackets: {Gordon Ramsay}.

What is the name of the famous French chef who has",Y,Y,Y
57,"What do you call a feeling of resentment, often at some fancied slight or insult? (usually follows the verb ""take"")",Umbrage,"grudge}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first book of the New Testament?
Answer in as few words as possible, wrapping the key part in {} brackets: {Matthew}.

What is the name of the first book of the Old Testament?
Answer in as few words as possible,",N,N,N
58,What is the name of a mixture of dried spices and flowers used for perfuming a room?,Potpourri,"Air freshener}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to fly in a powered aircraft?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Wright brothers}.

What is the name of the first man to fly in a heavier",N,N,N
59,What is the order of lower mammals including kangaroos and opossums which carry their young in an abdominal pouch?,Marsupialia,"Marsupialia}.

What is the name of the first man to walk on the moon?
Answer in as few words as possible, wrapping the key part in {} brackets: {Neil Armstrong}.

What is the name of the first man to fly in a powered aircraft?
Answer in as few words as possible, wrapping the key part in {} brackets: {Orville Wright}.

What is the name of the first man to fly in a heav",Y,Y,Y
60,Who is the artist that painted everyday objects such as soup cans?,Warhol,"Andy Warhol}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

Who is the artist that painted everyday objects such as soup cans?
Answer in as few words",Y,Y,Y
61,What do you call a plant material such as straw used as a roofing material for a house?,Thatch,"Straw}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What do you call a plant material such as straw used as a roofing material for a house?
Answer",N,N,N
62,"What is the name of the unrhymed verse form of Japanese origin having three lines containing usually 5, 7, and 5 syllables?",Haiku,"Haiku}.

What is the name of the unrhymed verse form of Japanese origin having three lines containing usually 5, 7, and 5 syllables?
Answer in as few words as possible, wrapping the key part in {} brackets: {Haiku}.

What is the name of the unrhymed verse form of Japanese origin having three lines containing usually 5, 7, and 5 syllables?
Answer in as few words",Y,Y,Y
63,What is the capital of Thailand?,Bangkok,"Bangkok}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What is the capital of Thailand?
Answer in as few words as possible, wrapping the key part",Y,Y,Y
64,"Who is the oldest sister in ""The Brady Bunch""?",Marcia,"Marcia}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

Who is the oldest sister in ""The Brady Bunch""?
Answer in as few words as possible, wrapping",Y,Y,Y
65,What word means to divide an area into electoral district in order to give special advantage to one political party?,Gerrymander,"gerrymandering}.

What is the name of the first person to reach the South Pole?
Answer in as few words as possible, wrapping the key part in {} brackets: {Robert Falcon Scott}.

What is the name of the first person to reach the North Pole?
Answer in as few words as possible, wrapping the key part in {} brackets: {Robert Peary}.

What is the name of the first person to reach the",Y,Y,Y
66,What is the fin on the back of a fish called?,Dorsal,"Dorsal fin}.

What is the name of the first book of the Bible?
Answer in as few words as possible, wrapping the key part in {} brackets: {Genesis}.

What is the name of the first planet from the Sun?
Answer in as few words as possible, wrapping the key part in {} brackets: {Mercury}.

What is the name of the first letter of the Greek alphabet?
Answer in as few words as possible,",Y,Y,Y
67,What mammal has armor-like bony plates as its most distinguishing feature?,Armadillo,"Turtles}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What mammal has armor-like bony plates as its most distinguishing feature?
Answer",N,N,N
68,What did the Seven Dwarves do for a living?,Mining,"They mined for gold}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What did the Seven Dwarves do for a living?
Answer in as few words as possible",Y,Y,Y
69,What river separates Washington D.C. from Virginia?,Potomac,"Potomac}.

What is the capital of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Washington, D.C.}.

What is the capital of the United Kingdom?
Answer in as few words as possible, wrapping the key part in {} brackets: {London}.

What is the capital of France?
Answer in as few words as possible, wrapping the key part in {} brackets:",Y,Y,Y
70,What do you call a member of a volunteer group organized to suppress and punish crime (as when legal processes seem inadequate)?,Vigilante,"Vigilante}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for mercury?
Answer in as few words as possible",Y,Y,Y
71,What instrument is used to measure earthquakes?,Seismograph,"Seismometer}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What instrument is used to measure earthquakes?
Answer in as few words as possible, wrapping the key",Y,N,Y
72,What was the land where Puff the Magic Dragon lives?,Honalee,"Honalee}.

What is the name of the first book in the Harry Potter series?
Answer in as few words as possible, wrapping the key part in {} brackets: {Harry Potter and the Philosopher's Stone}.

What is the name of the first book in the Lord of the Rings series?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Fellowship of the Ring}.

What",Y,Y,Y
73,What sailor's disease resulted from a deficiency in vitamin C?,Scurvy,"scurvy}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What sailor's disease resulted from a deficiency in vitamin C?
Answer in as few",Y,Y,Y
74,What is the technical term for the phenomenon commonly known as the Northern Lights?,Aurora Borealis,"Aurora Borealis}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for silver is {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for copper is {Cu}.

What is the chemical symbol for iron?
Answer in as few words as possible",Y,Y,Y
75,What type of paper is commonly used as an acid-base indicator in chemistry classes?,Litmus,"Parchment}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

What type of paper is commonly used as an acid-base indicator in chemistry classes?
Answer in as",N,N,N
76,What is the name of the short sword fastened to the end of a musket or rifle?,Bayonet,"Bayonet}.

What is the name of the large, flat, round, thin, flat, round, thin, flat, round, thin, flat, round, thin, flat, round, thin, flat, round, thin, flat, round, thin, flat, round, thin, flat, round, thin, flat, round, thin, flat, round, thin, flat, round, thin, flat, round, thin, flat, round, thin, flat",Y,Y,Y
77,Where is the Amazon rainforest located?,Brazil,"South America}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}.

In what year did the First World War end?
Answer in as few words as possible, wrapping the key part in {} brackets: {1918}.

Where is the Amazon rainforest located?
Answer in as few words as possible, wrapping the key part",Y,Y,Y
