,Question,Correct_Answer_Text,fr_model_answer,x_fr_correct,y_fr_correct,final_ruling
28,What is the last name of the doctor who first developed a vaccine against polio?,Salk,Jonas Salk}.,Y,Y,Y
29,What is the name of the hillbilly family who had the famous feud with the McCoys?,Hatfield,Billy and Dan McCoys}.,N,N,N
30,What is the name of the man who created the comic strip 'Peanuts'?,Shultz,Charles Schulz}.,Y,Y,Y
31,In mammals the period of time between fertilization of the egg and the birth of the young is known by what scientific term?,Gestation,Gestation}.,Y,Y,Y
32,Which was the 49th state to join the Union?,Alaska,Alaska}.,Y,Y,Y
33,What is the term frequently applied to Christ's doctrine of doing to others as we would wish them to do unto us?,Golden Rule,Golden Rule}.,Y,Y,Y
34,What was the name given to the geographic line in the United States which was the separation of slavery and freedom?,Mason-Dixon Line,The 13th Amendment}.,N,N,N
35,Of which country is Budapest the capital?,Hungary,Hungary}.,Y,Y,Y
36,What do you call a question that is asked for effect with no answer expected?,Rhetorical,Tacit question}.,N,N,N
37,What word means to formally renounce a throne?,Abdicate,abdicate},Y,Y,Y
38,Which president suffered from polio?,Roosevelt,Franklin D. Roosevelt}.,Y,Y,Y
39,"What do you call a savory sauce in which meat, fish, or a vegetable is soaked before cooking to enhance the flavor?",Marinade,Marinade},Y,Y,Y
40,What is the term for someone who doubts but does not deny the existence of God?,Agnostic,Atheist}.,N,N,N
41,What was the name of the body of water where Thoreau studied for two years?,Walden Pond,Massachusetts Bay}.,N,N,N
42,Where was the Declaration of Independence signed?,Philadelphia,"July 4, 1776}.",N,N,N
43,"What word means to shed hair, feathers, or an outer layer periodically, as with the changing seasons?",Molt,Menopause}.,N,N,N
44,"What is the musical term that means ""without instrumental accompaniment""?",A capella,Aria without instrumental accompaniment}.,N,N,N
45,What do we call the bone which composes the lower jaw?,Mandible,Mandible}.,Y,Y,Y
46,What is the last name of the first female pilot to cross the Atlantic?,Earhart,Amelia Earhart}.,Y,Y,Y
47,What nickname was given to Northerners who went south after the Civil War and took advantage of Southern poverty?,Carpetbaggers,Carpetbaggers}.,Y,Y,Y
48,What was the last name of the author who wrote the fable about the fox who assumed the grapes he couldn't reach were sour anyway?,Aesop,Goldsmith}.,N,N,N
49,What are the wooden clappers called that Spanish dancers hold in their hands?,Castanets,Burlaps}.,N,N,N
50,What was the name of the vehicle used to carry and cook food on cattle drives?,Chuckwagon,Buffalo Wagon}.,N,N,N
51,What are people who make maps called?,Cartographers,Mapmakers}.,N,N,N
52,What is the unit that marks sound intensity?,Decibel,Decibel (dB)}.,Y,Y,Y
53,What is the front section of a boat?,Bow,Hull},N,N,N
54,Humans are classified as what species?,Sapiens,Hominidae}.,N,?,N
55,What is the name of the palace in London in which the Monarch of England resides?,Buckingham,Buckingham Palace}.,Y,Y,Y
56,What is the resort city on the French Riviera between Nice and St. Tropez where a famous film festival is held?,Cannes,Auberges de Cannes}.,N,Y,N
57,"What do you call a feeling of resentment, often at some fancied slight or insult? (usually follows the verb ""take"")",Umbrage,resentment},N,N,N
58,What is the name of a mixture of dried spices and flowers used for perfuming a room?,Potpourri,Herbs and spices},N,N,N
59,What is the order of lower mammals including kangaroos and opossums which carry their young in an abdominal pouch?,Marsupialia,Monotremes}.,N,N,N
60,Who is the artist that painted everyday objects such as soup cans?,Warhol,Andy Warhol}.,Y,Y,Y
61,What do you call a plant material such as straw used as a roofing material for a house?,Thatch,Straw roofing}.,N,N,N
62,"What is the name of the unrhymed verse form of Japanese origin having three lines containing usually 5, 7, and 5 syllables?",Haiku,Shingeki no Kyojin (The Chronicles of the Heike)}.,N,N,N
63,What is the capital of Thailand?,Bangkok,Bangkok}.,Y,Y,Y
64,"Who is the oldest sister in ""The Brady Bunch""?",Marcia,Estelle},N,N,N
65,What word means to divide an area into electoral district in order to give special advantage to one political party?,Gerrymander,Redistricting}.,N,N,N
66,What is the fin on the back of a fish called?,Dorsal,Gill}.,N,N,N
67,What mammal has armor-like bony plates as its most distinguishing feature?,Armadillo,Armor-plated mammals}.,N,N,N
68,What did the Seven Dwarves do for a living?,Mining,Mineworkers}.,Y,Y,Y
69,What river separates Washington D.C. from Virginia?,Potomac,Delaware River}.,N,N,N
70,What do you call a member of a volunteer group organized to suppress and punish crime (as when legal processes seem inadequate)?,Vigilante,Marauder}.,N,N,N
71,What instrument is used to measure earthquakes?,Seismograph,Seismograph}.,Y,Y,Y
72,What was the land where Puff the Magic Dragon lives?,Honalee,Scotland}.,N,N,N
73,What sailor's disease resulted from a deficiency in vitamin C?,Scurvy,Scurvy}.,Y,Y,Y
74,What is the technical term for the phenomenon commonly known as the Northern Lights?,Aurora Borealis,Aurora Borealis},Y,Y,Y
75,What type of paper is commonly used as an acid-base indicator in chemistry classes?,Litmus,pH paper}.,N,N,N
76,What is the name of the short sword fastened to the end of a musket or rifle?,Bayonet,Bayonet}.,Y,Y,Y
77,Where is the Amazon rainforest located?,Brazil,South America}.,Y,Y,Y
78,What device is used to measure levels of radioactivity?,Geiger Counter,Radiometer}.,N,N,N
79,Who was the magician and prophet from King Arthur's era?,Merlin,Merlin}.,Y,Y,Y
80,What was the name of the disorder depicted by Dustin Hoffman's character in the movie 'Rainman' otherwise known as Idiot Savantism?,Autism,Fragile X syndrome}.,N,N,N
81,What does VoIP stand for?,Voice over Internet Protocol,Voice over Internet Protocol}.,Y,Y,Y
82,Who defeated Pres. Harry Truman in the 1948 election according to an infamous Chicago Tribune headline?,Thomas Dewey,"Harry S. Truman defeated by ""democrats"" in Chicago Tribune headline}.",N,N,N
83,What is the name of the migratory grasshopper that travels in vast swarms and strips areas passed of all vegetation?,Locust,Desert locust},Y,Y,Y
84,What city is the capital of Iceland?,Reykjavik,Reykjavik}.,Y,Y,Y
85,Who was the first female Supreme Court justice?,O'Connor,Sandra Day O'Connor}.,Y,Y,Y
86,Who was the composer who worked with deafness?,Beethoven,Ludwig van Beethoven}.,Y,Y,Y
87,What is the last name of the man who assassinated Robert Kennedy?,Sirhan,Assassinated by Lee Harvey Oswald}.,N,N,N
88,What is a community of ants called?,Colony,Colony}.,Y,Y,Y
89,What is the last name of the actor who played Perry Mason on TV?,Burr,Sterling}.,N,N,N
90,What do you call a stone building (often found in cemetery) with places for entombment of the dead above ground?,Mausoleum,Cemetary arch}.,N,N,N
91,"What is the former name of Istanbul, which was used when the city was occupied by Christians?",Constantinople,Macedonia}.,N,N,N
92,"What was the last name of Lucille Ball's first husband, who starred with her on ""I Love Lucy""?",Arnaz,Patty}.,N,N,N
93,What is the name of the three leaf clover which is the emblem of Ireland?,Shamrock,Trinity Knot},N,N,N
94,What was the name of the infamous American traitor in the Revolutionary War?,Arnold,Benedict Arnold}.,N,Y,Y
95,What is a group of geese called?,Gaggle,Flock}.,N,N,N
96,What is a young female horse called?,Filly,Foal}.,N,N,N
97,What is the name of the disease of the liver caused by abnormally high levels of bile in the blood that gives the skin a yellow color?,Jaundice,Jaundice}.,Y,Y,Y
98,What is the last name of the man who began the Reformation in Germany?,Luther,Luther}.,Y,Y,Y
99,What is the name of the islands off the coast of Ecuador that Darwin visited to study unique species of birds and animals?,Galapagos,Galápagos Islands}.,Y,Y,Y
100,"What is the word that means to cause to explode or to set off, for example: a bomb?",Detonate,detonate},Y,Y,Y
101,What is the orbiting particle of an atom?,Electron,Electron}.,Y,Y,Y
102,What was the last name of the female mouseketeer who later appeared in commercials for peanut butter?,Funicello,Betty Boop}.,N,N,N
103,What is the famous prehistoric structure situated on Salisbury Plain England?,Stonehenge,Stonehenge}.,Y,Y,Y
104,What seasonal South Asian wind is characterized by heavy rains?,Monsoon,Monsoon}.,Y,Y,Y
105,What is the name of the legendary race of female warriors?,Amazons,Dwarves}.,N,N,N
106,What is the wand called which is held in the hand as a symbol of regal or imperial power?,Scepter,Bow}.,N,N,N
107,What was the name of the medieval code of honor practiced by knights that among other things elevated the position of women?,Chivalry,Ladies' Code of Chivalry}.,Y,?,N
108,"Who said the phrase, ""To be or not to be""?",Hamlet,"Shakespeare, Hamlet}.",Y,Y,Y
109,What is a group of lines in a poem called?,Stanza,Stanza}.,Y,Y,Y
110,Over which river is the George Washington Bridge?,Hudson,Brooklyn-Manhattan Bridge}.,N,N,N
111,"What is the last name of the actor who received the Best Actor award for the movie ""On The Waterfront""?",Brando,Woodward}.,N,N,N
112,What was the location of George Washington's encampment where his men suffered every conceivable hardship from 1777-1778?,Valley Forge,Valley of the Shadow of Death}.,N,N,N
113,What was the last name of the nearly blind impressionist artist who painted a series of mural-sized pictures of water lilies near the end of his life?,Monet,Cezanne}.,N,N,N
114,What dwarf kills himself when a young bride guesses his highly unusual name?,Rumpelstiltskin,Snow White},N,N,N
115,What word means to bleed heavily or uncontrollably?,Hemorrhage,Anaphylactic}.,N,N,N
116,What is the name of the strait between Alaska and Siberia?,Bering,Chukchi Sea}.,N,N,N
117,What is the last name of the current mayor of New York City?,De Blasio,Bloomberg},N,?,?
118,What beetle was held sacred by ancient Egyptians?,Scarab,Anax griseus}.,N,N,N
119,What river in Hades does Charon ferry dead souls across?,Styx,Charon ferries dead souls across the {} river in Hades.,N,N,N
120,Who shot an apple off of his son's head in the 14th century?,William Tell,Henry VIII},N,N,N
121,What is the last name of the author of Little Women?,Alcott,Louisa May Alcott}.,Y,Y,Y
122,What is last name of the woman who wrote Gone With the Wind?,Mitchell,Mildred Taylor}.,N,N,N
123,What is the last name of the author of 'The Hobbit'?,Tolkien,J.R.R. Tolkien}.,Y,Y,Y
124,What did the Wright Brothers do before inventing an aircraft?,Built bicycles,Experimented with powered flight in the late 19th century}.,N,?,N
125,"What is the last name of the actress who played Gloria on TV's ""All in the Family""?",Struthers,Doe},N,N,N
126,"What is the last name of the actor who starred in both the Broadway production and the film, ""A Streetcar Named Desire""?",Brando,Forestier},N,N,N
127,"What is the last name of the Romanian gymnast who scored 7 perfect ""10's"" and won 3 gold medals in the 1976 Olympics?",Comaneci,Pelevoi},N,N,N
128,"What do you call a habitual spasmodic motion or twitching of particular muscles, especially in the face?",Tic,Tics},Y,Y,Y
129,What is the river that flows north from Switzerland to Holland and forms the border between Germany and France?,Rhine,Rhine River}.,Y,Y,Y
130,What was the harp-like instrument used in ancient Greece to accompany singing and recitation?,Lyre,Lyre}.,Y,Y,Y
131,"What was the name of the zeppelin, blimp, that exploded in Lake Hurst, New Jersey in 1937?",Hindenburg,Zeppelin LZ 109}.,N,N,N
132,What is a male witch called?,Warlock,Hermit}.,N,N,N
133,What is the first name of the school teacher who was chased by the headless horseman in 'The Legend of Sleepy Hollow'?,Ichabod,Percy}.,N,N,N
134,What is the last name of the author of 'Uncle Tom's Cabin'?,Stowe,Harriet Beecher Stowe}.,Y,Y,Y
135,What was the last name of Scrooge's dead partner in Dickens' 'A Christmas Carol?',Marley,Andrew Dickens}.,N,N,N
136,What is the term for when three musical notes are played together?,Chord,Harmonic combination}.,N,N,N
137,What do you call the three periods(...) used to indicate an omission or a pause?,Ellipsis,"Comma, Semicolon, Period}.",N,N,N
138,What word would means having a healthy reddish color?,Ruddy,Amber}.,N,N,N
139,What is the last name of the author who wrote the Sherlock Holmes stories?,Doyle,Strachey}.,N,N,N
140,What game was Deep Blue skilled at?,Chess,Chess}.,Y,Y,Y
141,"Who was Time Magazine's 1938 ""Man of the Year""?",Adolph Hitler,Adolf Hitler},Y,Y,Y
142,Who was the fictional character who married his mother and blinded himself?,Oedipus,Oedipus},Y,Y,Y
143,What was the name of the German Secret State Police?,Gestapo,Brownshirts}.,N,N,N
144,What peace treaty ended World War I?,Versailles,"Paris Peace Conference, 1919}.",N,N,N
145,"Which bone does the colloquial term ""jawbone"" refer to?",Mandible,Skull}.,N,N,N
146,Which Aerosmith song was re-made by Run D.M.C.?,Walk this Way,"""Smells Like Teen Spirit""} {}",N,N,N
147,What is the name for the legendary Egyptian sculpture which asked people a famous riddle?,Sphinx,The Sphinx}.,Y,Y,Y
148,What is the capital of Finland?,Helsinki,Viipuri}.,N,N,N
149,What is the capital of Canada?,Ottawa,Ottawa}.,Y,Y,Y
150,What is the last name of the inventor of the wireless radio?,Marconi,Bell}.,N,N,N
151,What is the largest city and capital of Kenya?,Nairobi,Jinja}.,N,N,N
152,Who was the most famous Greek doctor?,Hippocrates,Achimedes},N,N,N
153,What is the last name of the husband-wife spies who were electrocuted in 1951 for passing atomic secrets to Russia?,Rosenberg,Churchley}.,N,N,N
154,What is the gas that forms dry ice when frozen?,Carbon dioxide,CO2}.,Y,Y,Y
155,What was the last name of the explorer who tramped through what is now Florida looking for the fountain of youth?,Ponce De Leon,Ponce de Leon}.,Y,Y,Y
156,What is the last name of the author of 'Call of the Wild'?,London,Naturalist},N,N,N
157,What kind of poison did Socrates take as his execution?,Hemlock,Scurvy}.,N,N,N
158,What is the last name of the woman who founded the American Red Cross?,Barton,Clara Barton}.,Y,Y,Y
159,Who was the person who visited the Lilliputians?,Gulliver,H.G. Wells}.,N,N,N
160,Who was Robin Hood's greatest enemy?,Sheriff of Nottingham,Archer King},N,N,N
161,What is the navigation instrument used at sea to plot positioning by the stars?,Sextant,Astrolabe}.,N,N,N
162,"What do you call a word or sentence that reads the same backward or forward, such as ""Madam, I'm Adam""?",Palindrome,palindrome}.,Y,Y,Y
163,Which body of water separates Central and South America?,Panama Canal,Pacific Ocean}.,N,N,N
164,What word means to cut or chop (food) into very small pieces?,Mince,Dice}.,N,N,N
165,What was the capital of Czechoslovakia?,Prague,Prague}.,Y,Y,Y
166,What is the mixture of two or more metallic elements?,Alloy,Alloys}.,Y,Y,Y
167,What do you call the leather band formerly used for sharpening an old-fashioned razor?,Strop,Sharpening cloth}.,N,N,N
168,What is the colloquial term for patella?,Kneecap,Patella},N,N,N
169,What is the name of the hardwood of an (Asian) Indian timber tree often used for furniture?,Teak,Mahogany},N,N,N
170,Who was Elton John's chief lyricist?,Bernie Taupin,Richard Rodgers}.,N,N,N
171,"Which serial killer called himself ""Son of Sam""?",David Berkowitz,John Wayne Gacy}.,N,N,N
172,"Who is known as ""The Father of Geometry""?",Euclid,Euclid}.,Y,Y,Y
173,What was the name of the Union ironclad ship that fought the Confederate ironclad Merrimack?,Monitor, USS Monitor }.,Y,Y,Y
174,In 'Romeo and Juliet' who were the Montagues feuding with?,Capulets,The Capulets}.,Y,Y,Y
175,"What is the last name of the actor who starred in ""Hart to Hart"" and ""Switch"" on TV and also in many movies?",Wagner,Sterling Lee}.,N,N,N
176,What do you call a person who collects and studies stamps?,Philatelist,Stamophile}.,N,N,N
177,What is the name of the river that runs through Rome?,Tiber,Vianina}.,N,N,N
178,What is the name of the mountain range that separates Asia from Europe?,Ural,Himalayas}.,N,N,N
179,What was the 2001 event that led to the bankruptcy of a U.S. energy company and resulted in the dissolution of Arthur Anderson?,The Enron Scandal,"Energy Crisis, 2001}.",N,N,N
180,"Whose autobiography is titled ""Lady Sings the Blues""?",Billie Holiday,Roberta Hutton}.,N,N,N
181,What is the name of the Viking who discovered Greenland?,Erik the Red,Greenland explorer}.,N,N,N
182,What was Bob Dylan's birth name?,Robert Zimmerman,Robert Allen Zimmerman}.,Y,Y,Y
183,Where was the 1939 World's Fair held?,New York City,"Chicago, USA}.",N,N,N
184,What did the irascible Ted Williams do in the final at bat of his 19-year major-league career?,Hit a home run,"Walks on in left field, hits a home run}.",Y,Y,Y
185,On top of which mountain was Moses given the Ten Commandments?,Sinai,Mount Sinai}.,Y,Y,Y
186,What is the last name of the Cuban leader that Castro overthrew?,Batista,Gonândo}.,N,N,N
187,What is the name of the fountain in Rome into which coins are thrown for good luck?,Trevi,Colosseum}.,N,N,N
188,What was the English settlement that vanished in the late 1580s?,Roanoke,Lost Jamestown Colony}.,N,N,N
189,What do you call a moderately fast gait of a horse in which the legs move in diagonal pairs?,Trot,Quartering}.,N,N,N
190,What is the term given to pure spiritual love which is devoid of carnal desires between members of opposite sexes?,Platonic,Kama Rupa Asan}.,N,N,N
191,What was the disease known as the 'Black Plague'?,Bubonic,Black Death},N,N,N
192,What was the last name of the person known as the 'desert fox',Rommel,Tatyana Kubiak}.,N,N,N
193,What is the last name of the first person to climb Mount Everest?,Hillary,Shackleton}.,N,N,N
194,What is the last name of the British admiral who won the Battle of Trafalgar?,Nelson,Nelson}.,Y,Y,Y
195,"What is the last name of the French author who wrote ""The Stranger""?",Camus,Camus}.,Y,Y,Y
196,"What is the last name of the man who created the comic strip ""Li'l Abner""?",Capp,Peale},N,N,N
197,To which continent is the yam native?,Africa,Africa}.,Y,Y,Y
198,What word means to raise into position by means of a pulley?,Hoist,Raise}.,N,N,N
199,What is the old name of Taiwan?,Formosa,Formosa},Y,Y,Y
200,What was the creature killed by Theseus which had the body of a man and the head of a bull?,Minotaur,Medusa}.,N,N,N
201,In which city is Michelangelo's statue of David located?,Florence,"Florence, Italy}.",Y,Y,Y
202,What is the last name of the man who invented dynamite?,Nobel,Lévy}.,N,N,N
203,What is John Kenneth Galbraith's profession?,Economist,Economist}.,Y,Y,Y
204,Who was the bouncy and egotistical friend of Christopher Robin?,Tigger,Pinky}.,N,N,N
205,What is a network designed to allow communication within an organization?,An intranet,Intranet}.,Y,Y,Y
206,What was invented by Wilhelm Rontgen in 1895?,X-ray machine,X-ray}.,Y,Y,Y
207,Who is the national poet of Scotland?,Robert Burns,William Shakespeare}.,N,N,N
208,What do you call a sharp and sudden pain in the side?,Stitch,Torsion}.,N,N,N
209,What is the metric for gemstone quality?,Carat,Star Brilliant Cut}.,N,N,N
210,"What was the last name of the composer of the ""Maple Leaf Rag""?",Joplin,Ragtime}.,N,N,N
211,What is the long process by which a dead organism turns to stone?,Petrification,Cementation}.,N,N,N
212,What was the first feature-length motion picture with sound?,The Jazz Singer,1927}.,N,N,N
213,Which sport has the highest amount of doping?,Cycling,Gymnastics}.,N,N,N
214,What is the only nut tree native to North America?,Pecan,Beechnut},N,N,N
215,What do you call the purification or purgation of the emotions that is supposed to happen through art?,Catharsis,Expressionism}.,N,N,N
216,What is the name of the island on which Napoleon was born?,Corsica,Corsica}.,Y,Y,Y
217,"What is the last name of the man who said, ""I only regret that I have but one life to lose for my country""?",Hale,Winston Churchill}.,N,N,N
218,What is Jane Goodall famous for studying?,Chimpanzees,Primatology}.,N,N,N
219,What is the city in which the baseball hall of fame is located?,Cooperstown,"Stadium Island, New York City}.",N,N,N
220,What is the last name of the movie actor who portrayed Spartacus?,Douglas,DiCaprio}.,N,N,N
221,Which famous explorer first introduced iced desserts into Europe?,Marco Polo,Jean-Baptiste Carême}.,N,N,N
222,What is the name of the Mediterranean island south of Turkey that is an independent republic and a member of the Commonwealth?,Cyprus,Cyprus}.,Y,Y,Y
223,In addition to the Kentucky Derby and the Belmont Stakes what horse race comprises the Triple Crown?,Preakness,"Kentucky Derby, Preakness Stakes, Belmont Stakes}.",Y,Y,Y
224,What is the last name of the author who wrote the James Bond novels?,Fleming,Bond}.,N,N,N
225,What open-air public theater was home to William Shakespeare's theatrical company?,Globe,Blackfriars Theatre}.,N,N,N
226,What is a Japanese dance drama featuring stylized narrative choreographic movements?,Kabuki,Kabuki}.,Y,Y,Y
227,"Auguste Rodin's ""The Thinker"" is found in the garden of a museum in which city?",Paris,Paris}.,Y,Y,Y
228,What is Tiger Woods' real first name?,Eldrick,Tiger},N,N,N
229,"What is the last name of the playwright who wrote ""A Streetcar Named Desire""?",Williams,Belasco}.,N,N,N
230,"What is the last name of the judge who was known as ""The Law West of the Pecos?""",Bean,Corwin},N,N,N
231,What is the word meaning the promises from God to humans?,Covenant,Gospel}.,N,N,N
232,What is the last name of the cosmonaut who was the first person to orbit the earth?,Gagarin,Knut**Scott** Scott-Baker}.,N,N,N
233,"What word denotes the series of units of weight used to measure gold, in which a pound equals twelve ounces?",Troy,Troy ounce}.,Y,Y,Y
234,What do youcall a formal exercise by a team of marchers?,Drill,Bowdlerization}.,N,N,N
235,"What do you call stage entertainment consisting of various unrelated acts, such as magicians, acrobats, etc?",Vaudeville,Variety show}.,Y,N,Y
236,What was the last name of the man who asked you not to squeeze the Charmin in the toilet paper commercial?,Whipple,Michael Jordan}.,N,N,N
237,What was built to confine the Minotaur and now refers to a maze?,Labyrinth,Medusa's Labyrinth}.,Y,N,N
238,What was Bugsy Siegel's real first name?,Benjamin,Henry},N,N,N
239,Which first lady was the first to live in the White House?,Abigail Adams,First Lady Eleanor Roosevelt}.,N,N,N
240,Who was the mythical Roman goddess of love?,Venus,Venus}.,Y,Y,Y
241,"What word means to voluntarily sacrifice (e.g., cargo) in order to lighten a ship or aircraft's load in time of distress?",Jettison,Dockside}.,N,N,N
242,"What is the last name of the actor who played the scarecrow in the movie, ""The Wizard of Oz""?",Bolger,Crouchman}.,N,N,N
243,What do you call the position of the arms when the hands are on the hips and the elbows are out?,Akimbo,Primal stance}.,N,N,N
244,What is the name of the substance derived from a whale that is used to make perfume?,Ambergris,Scentum Alchemiae}.,N,N,N
245,What is the longest river In Asia?,Yangtze,Yangtze River}.,Y,Y,Y
246,"What was the last name of the female star of the movie ""Casablanca""?",Bergman,Scarlet Johansson}.,N,N,N
247,"What was the last name of the Captain of the British ship ""Bounty"" when the mutiny occurred?",Bligh,Bowring}.,N,N,N
248,Halloween traces its origins to which pagan festival?,Samhain,Samhain}.,Y,Y,Y
249,"Who wrote ""The Rime of the Ancient Mariner""?",Samuel Taylor Coleridge,Nathaniel Hawthorne},N,N,N
250,What was Fonzie's first name in television's 'Happy Days'?,Arthur,Fred}.,N,N,N
251,What do you call a chain of rocks or coral at or near the surface of the water in an ocean?,Reef,Trawndale**.,N,N,N
252,What is the name of Germany's largest battleship that was sunk in World War II?,Bismarck,Scharnhorst}.,N,N,N
253,What is the last name of the first man to run the mile in under four minutes?,Bannister,Edwin Powell Powell}.,N,N,N
254,What album holds the world record for copies sold?,Thriller,Thriller},Y,Y,Y
255,What food is often used as a substitute for ice cream in advertising photo shoots?,Mashed Potato,Custard}.,N,N,N
256,What was Sinatra's chart-topping duet with his daughter Nancy?,Somethin' Stupid,"""Holiday Inn"" (1954) with Nancy Sinatra.",N,N,N
257,What philosopher was considered the ugliest man in Athens?,Socrates,Xenophanes}.,N,N,N
258,"What word means relating to or situated on the back, especially of an animal?",Dorsal,Abdomen},N,N,N
259,"What is the last name of the author who wrote ""The Brothers Karamazov""?",Dostoyevsky,Tolstoy}.,N,N,N
260,What is the name of the obnoxious rooster in Warner Brothers cartoons?,Foghorn Leghorn,"Rooster from ""Rooster from the Hat""}.",N,N,N
261,Who is the lead singer of Limp Bizkit?,Fred Durst,B.J. Piercy},N,N,N
262,In 1984 Pres. Ronald Reagan won every state except one. Which one did he lose?,Minnesota,Nevada}.,N,N,N
263,What is the name of the man who removed the thorn from the lion's paw in the story from Aesop's fables?,Androcles,The Tortoise},N,N,N
264,What is the last name of 1980 Olympic hopeful Randy Gardener's ice skating partner?,Babilonia,Miller}.,N,N,N
265,What is the name of the formerly independent country north of Lithuania and Latvia that was absorbed into USSR?,Estonia,Belarus}.,N,N,N
266,Who is the messenger of the gods in Greek mythology?,Hermes,Hermes}.,Y,Y,Y
267,What is the name of the Chinese religion founded by Lao Tse?,Taoism,Confucianism},N,N,N
268,What was the name of Alexander Graham Bell's assistant?,Watson,Mollie},N,N,N
269,What is a poem in which the first letters of each line spell a word?,An acrostic,Anthology},N,N,N
270,What story is the first to feature Edgar Allan Poe's amateur detective C. Auguste Dupin?,Murders in the Rue Morgue,The Murders in the Rue Morgue}.,Y,Y,Y
271,Niels Bohr used quantum mechanics to describe which element?,Hydrogen,Hydrogen}.,Y,Y,Y
272,What is the alternative name for the Sea of Cortez?,Gulf of California,Lagoon of California}.,N,N,N
273,Ailurophobia is the fear of what?,Cats,insects},N,N,N
274,"What is the last name of the composer who wrote the opera ""Don Giovanni?""",Mozart,Wolfgang Amadeus Mozart}.,Y,Y,Y
275,"What is the last name of the author of ""Our Town""?",Wilder,Hartley}.,N,N,N
276,"What word means to observe and offer unwanted advice or comment, especially at a card game?",Kibitz,Shy observer}.,N,N,N
277,What is the last name of the author of Jonathan Livingston Seagull?,Bach,Herman] G. Showalter.,N,N,N
278,Who invented flexible photographic film?,George Eastman,Edwin Land}.,N,N,N
279,"Who said ""You'd be surprised how much it costs to look this cheap?""",Dolly Parton,George Carlin}.,N,N,N
280,Which Egyptian god was often represented as a falcon?,Horus,Hathor}.,N,N,N
281,What is U2 singer Bono's real name?,Paul Hewson,Gianfranco Mauri}.,N,N,N
282,In which city does the Cotton Bowl take place?,Dallas,Texas A&M University},N,N,N
283,What is the capital of Australia?,Canberra,Sydney}.,N,N,N
284,What do you call a secret agreement or pact (as between lovers)?,Tryst,Marriage contract}.,N,N,N
285,"What was the name of the capital of the Aztec empire, which was located where Mexico City is today?",Tenochtitlan,Tenochtitlan}.,Y,Y,Y
286,What do you call a law that gives exclusive right of inheritance to the eldest son?,Primogeniture,Patrilineal inheritance}.,N,N,N
287,Which lawyer and presidential adviser in 1969 became the only Supreme Court justice to resign under threat of impeachment?,Abe Fortas,Chief Justice Earl Warren}.,N,N,N
288,Who was the first ruler of the Holy Roman Empire?,Charlemagne,Otto I},N,N,N
289,"What is the national park in Utah, northeast of Zion, which is famous for the rock formations in its canyon?",Bryce,Grand Canyon}.,N,N,N
