,Question,Correct_Answer_Text,fr_model_answer,x_fr_correct,y_fr_correct,final_ruling
48,What was the last name of the author who wrote the fable about the fox who assumed the grapes he couldn't reach were sour anyway?,Aesop,The Fox and the Grapes},N,N,N
49,What are the wooden clappers called that Spanish dancers hold in their hands?,Castanets,Spanish dancers},N,N,N
50,What was the name of the vehicle used to carry and cook food on cattle drives?,Chuckwagon,cowboy},N,N,N
51,What are people who make maps called?,Cartographers,cartographers},Y,Y,Y
52,What is the unit that marks sound intensity?,Decibel,dB},Y,Y,Y
53,What is the front section of a boat?,Bow,front},N,N,N
54,Humans are classified as what species?,Sapiens,Homo sapiens},Y,Y,Y
55,What is the name of the palace in London in which the Monarch of England resides?,Buckingham,The Palace of Westminster},N,N,N
56,What is the resort city on the French Riviera between Nice and St. Tropez where a famous film festival is held?,Cannes,Cannes},Y,Y,Y
57,"What do you call a feeling of resentment, often at some fancied slight or insult? (usually follows the verb ""take"")",Umbrage,resentment},N,N,N
58,What is the name of a mixture of dried spices and flowers used for perfuming a room?,Potpourri,perfume},N,N,N
59,What is the order of lower mammals including kangaroos and opossums which carry their young in an abdominal pouch?,Marsupialia,mammals},N,N,N
60,Who is the artist that painted everyday objects such as soup cans?,Warhol,Vincent van Gogh},N,N,N
61,What do you call a plant material such as straw used as a roofing material for a house?,Thatch,straw},N,N,N
62,"What is the name of the unrhymed verse form of Japanese origin having three lines containing usually 5, 7, and 5 syllables?",Haiku,Haiku},Y,Y,Y
63,What is the capital of Thailand?,Bangkok,Bangkok},Y,Y,Y
64,"Who is the oldest sister in ""The Brady Bunch""?",Marcia,Janet},N,N,N
65,What word means to divide an area into electoral district in order to give special advantage to one political party?,Gerrymander,electoral district},N,N,N
66,What is the fin on the back of a fish called?,Dorsal,fin},N,N,N
67,What mammal has armor-like bony plates as its most distinguishing feature?,Armadillo,Tigers},N,N,N
68,What did the Seven Dwarves do for a living?,Mining,The Seven Dwarves were miners.},Y,Y,Y
69,What river separates Washington D.C. from Virginia?,Potomac,Potomac},Y,Y,Y
70,What do you call a member of a volunteer group organized to suppress and punish crime (as when legal processes seem inadequate)?,Vigilante,police},N,N,N
71,What instrument is used to measure earthquakes?,Seismograph,seismometer},Y,N,Y
72,What was the land where Puff the Magic Dragon lives?,Honalee,The land where Puff the Magic Dragon lives is called {The Land of the Dragon},N,N,N
73,What sailor's disease resulted from a deficiency in vitamin C?,Scurvy,scurvy},Y,Y,Y
74,What is the technical term for the phenomenon commonly known as the Northern Lights?,Aurora Borealis,aurora borealis},Y,Y,Y
75,What type of paper is commonly used as an acid-base indicator in chemistry classes?,Litmus,acid},N,N,N
76,What is the name of the short sword fastened to the end of a musket or rifle?,Bayonet,Musket},N,N,N
77,Where is the Amazon rainforest located?,Brazil,South America},Y,Y,Y
78,What device is used to measure levels of radioactivity?,Geiger Counter,Geiger counter},Y,Y,Y
79,Who was the magician and prophet from King Arthur's era?,Merlin,King Arthur},N,N,N
80,What was the name of the disorder depicted by Dustin Hoffman's character in the movie 'Rainman' otherwise known as Idiot Savantism?,Autism,Idiot Savantism},N,N,N
81,What does VoIP stand for?,Voice over Internet Protocol,VoIP},N,N,N
82,Who defeated Pres. Harry Truman in the 1948 election according to an infamous Chicago Tribune headline?,Thomas Dewey,Truman},N,N,N
83,What is the name of the migratory grasshopper that travels in vast swarms and strips areas passed of all vegetation?,Locust,Gryllus bimaculatus},N,N,N
84,What city is the capital of Iceland?,Reykjavik,Reykjavik},Y,Y,Y
85,Who was the first female Supreme Court justice?,O'Connor,Olive) O. {Curtis},N,N,N
86,Who was the composer who worked with deafness?,Beethoven,Brahms},N,N,N
87,What is the last name of the man who assassinated Robert Kennedy?,Sirhan,Kennedy},N,N,N
88,What is a community of ants called?,Colony,Ant colony},Y,Y,Y
89,What is the last name of the actor who played Perry Mason on TV?,Burr,William Hopper},N,N,N
90,What do you call a stone building (often found in cemetery) with places for entombment of the dead above ground?,Mausoleum,graveyard},N,N,N
91,"What is the former name of Istanbul, which was used when the city was occupied by Christians?",Constantinople,Constantinople},Y,Y,Y
92,"What was the last name of Lucille Ball's first husband, who starred with her on ""I Love Lucy""?",Arnaz,Lucille Ball},N,N,N
93,What is the name of the three leaf clover which is the emblem of Ireland?,Shamrock,The Three Leaved Clover},N,N,N
94,What was the name of the infamous American traitor in the Revolutionary War?,Arnold,Percy},N,N,N
95,What is a group of geese called?,Gaggle,geese},N,N,N
96,What is a young female horse called?,Filly,mare},N,N,N
97,What is the name of the disease of the liver caused by abnormally high levels of bile in the blood that gives the skin a yellow color?,Jaundice,Cholestasis},N,N,N
98,What is the last name of the man who began the Reformation in Germany?,Luther,Luther},Y,Y,Y
99,What is the name of the islands off the coast of Ecuador that Darwin visited to study unique species of birds and animals?,Galapagos,Galapagos},Y,Y,Y
100,"What is the word that means to cause to explode or to set off, for example: a bomb?",Detonate,explosion},N,N,N
101,What is the orbiting particle of an atom?,Electron,electron},Y,Y,Y
102,What was the last name of the female mouseketeer who later appeared in commercials for peanut butter?,Funicello,Marilyn},N,N,N
103,What is the famous prehistoric structure situated on Salisbury Plain England?,Stonehenge,Stonehenge},Y,Y,Y
104,What seasonal South Asian wind is characterized by heavy rains?,Monsoon,monsoon},Y,Y,Y
105,What is the name of the legendary race of female warriors?,Amazons,The Valkyries},N,N,N
106,What is the wand called which is held in the hand as a symbol of regal or imperial power?,Scepter,the wand},N,N,N
107,What was the name of the medieval code of honor practiced by knights that among other things elevated the position of women?,Chivalry,chivalry},Y,Y,Y
108,"Who said the phrase, ""To be or not to be""?",Hamlet,Hamlet},Y,Y,Y
109,What is a group of lines in a poem called?,Stanza,Poem},N,N,N
110,Over which river is the George Washington Bridge?,Hudson,New York},N,N,N
111,"What is the last name of the actor who received the Best Actor award for the movie ""On The Waterfront""?",Brando,Marlon Brando},Y,Y,Y
112,What was the location of George Washington's encampment where his men suffered every conceivable hardship from 1777-1778?,Valley Forge,New York City},N,N,N
113,What was the last name of the nearly blind impressionist artist who painted a series of mural-sized pictures of water lilies near the end of his life?,Monet,Monet},Y,Y,Y
114,What dwarf kills himself when a young bride guesses his highly unusual name?,Rumpelstiltskin,Dwarf},N,N,N
115,What word means to bleed heavily or uncontrollably?,Hemorrhage,bleed},N,N,N
116,What is the name of the strait between Alaska and Siberia?,Bering,Alaska},N,N,N
117,What is the last name of the current mayor of New York City?,De Blasio,De Blasio},Y,?,?
118,What beetle was held sacred by ancient Egyptians?,Scarab,Scarab beetle},Y,Y,Y
119,What river in Hades does Charon ferry dead souls across?,Styx,the river Styx},Y,Y,Y
120,Who shot an apple off of his son's head in the 14th century?,William Tell,14th century},N,N,N
121,What is the last name of the author of Little Women?,Alcott,Louisa May Alcott},Y,Y,Y
122,What is last name of the woman who wrote Gone With the Wind?,Mitchell,Scarlett O'Hara},N,N,N
123,What is the last name of the author of 'The Hobbit'?,Tolkien,J.R.R. Tolkien},Y,Y,Y
124,What did the Wright Brothers do before inventing an aircraft?,Built bicycles,built a plane},N,N,N
125,"What is the last name of the actress who played Gloria on TV's ""All in the Family""?",Struthers,Gloria Swanson},N,N,N
126,"What is the last name of the actor who starred in both the Broadway production and the film, ""A Streetcar Named Desire""?",Brando,De Niro},N,N,N
127,"What is the last name of the Romanian gymnast who scored 7 perfect ""10's"" and won 3 gold medals in the 1976 Olympics?",Comaneci,Mihai},N,N,N
128,"What do you call a habitual spasmodic motion or twitching of particular muscles, especially in the face?",Tic,spasmodic},N,N,N
129,What is the river that flows north from Switzerland to Holland and forms the border between Germany and France?,Rhine,Rhine},Y,Y,Y
130,What was the harp-like instrument used in ancient Greece to accompany singing and recitation?,Lyre,Greek lyre},Y,Y,Y
131,"What was the name of the zeppelin, blimp, that exploded in Lake Hurst, New Jersey in 1937?",Hindenburg,The Hindenburg},Y,Y,Y
132,What is a male witch called?,Warlock,Witch},N,N,N
133,What is the first name of the school teacher who was chased by the headless horseman in 'The Legend of Sleepy Hollow'?,Ichabod,Washington Irving},N,N,N
134,What is the last name of the author of 'Uncle Tom's Cabin'?,Stowe,Stowe},Y,Y,Y
135,What was the last name of Scrooge's dead partner in Dickens' 'A Christmas Carol?',Marley,Scrooge},N,N,N
136,What is the term for when three musical notes are played together?,Chord,Chord},Y,Y,Y
137,What do you call the three periods(...) used to indicate an omission or a pause?,Ellipsis,...},N,N,N
138,What word would means having a healthy reddish color?,Ruddy,red},N,N,N
139,What is the last name of the author who wrote the Sherlock Holmes stories?,Doyle,Arthur Conan Doyle},Y,Y,Y
140,What game was Deep Blue skilled at?,Chess,chess},Y,Y,Y
141,"Who was Time Magazine's 1938 ""Man of the Year""?",Adolph Hitler,Franklin D. Roosevelt},N,N,N
142,Who was the fictional character who married his mother and blinded himself?,Oedipus,The Phantom of the Opera},N,N,N
143,What was the name of the German Secret State Police?,Gestapo,SS},N,N,N
144,What peace treaty ended World War I?,Versailles,1919},N,N,N
145,"Which bone does the colloquial term ""jawbone"" refer to?",Mandible,skull},N,N,N
146,Which Aerosmith song was re-made by Run D.M.C.?,Walk this Way,Run D.M.C.},N,N,N
147,What is the name for the legendary Egyptian sculpture which asked people a famous riddle?,Sphinx,The Sphinx},Y,Y,Y
148,What is the capital of Finland?,Helsinki,Helsinki},Y,Y,Y
149,What is the capital of Canada?,Ottawa,Ottawa},Y,Y,Y
150,What is the last name of the inventor of the wireless radio?,Marconi,Marconi},Y,Y,Y
151,What is the largest city and capital of Kenya?,Nairobi,Nairobi},Y,Y,Y
152,Who was the most famous Greek doctor?,Hippocrates,Aristotle},N,N,N
153,What is the last name of the husband-wife spies who were electrocuted in 1951 for passing atomic secrets to Russia?,Rosenberg,KGB},N,N,N
154,What is the gas that forms dry ice when frozen?,Carbon dioxide,CO2},Y,Y,Y
155,What was the last name of the explorer who tramped through what is now Florida looking for the fountain of youth?,Ponce De Leon,Columbus},N,N,N
156,What is the last name of the author of 'Call of the Wild'?,London,Dane},N,N,N
157,What kind of poison did Socrates take as his execution?,Hemlock,poison},N,N,N
158,What is the last name of the woman who founded the American Red Cross?,Barton,Florence Nightingale},N,N,N
159,Who was the person who visited the Lilliputians?,Gulliver,Gulliver},Y,Y,Y
160,Who was Robin Hood's greatest enemy?,Sheriff of Nottingham,The Sheriff of Nottingham},Y,Y,Y
161,What is the navigation instrument used at sea to plot positioning by the stars?,Sextant,compass},N,N,N
162,"What do you call a word or sentence that reads the same backward or forward, such as ""Madam, I'm Adam""?",Palindrome,"Madam, I'm Adam}",N,N,N
163,Which body of water separates Central and South America?,Panama Canal,Atlantic Ocean},N,N,N
164,What word means to cut or chop (food) into very small pieces?,Mince,cut},N,N,N
165,What was the capital of Czechoslovakia?,Prague,Prague},Y,Y,Y
166,What is the mixture of two or more metallic elements?,Alloy,Alloy},Y,Y,Y
167,What do you call the leather band formerly used for sharpening an old-fashioned razor?,Strop,leather band},N,N,N
168,What is the colloquial term for patella?,Kneecap,patella},N,N,N
169,What is the name of the hardwood of an (Asian) Indian timber tree often used for furniture?,Teak,Indian},N,N,N
170,Who was Elton John's chief lyricist?,Bernie Taupin,John Elton},N,N,N
171,"Which serial killer called himself ""Son of Sam""?",David Berkowitz,Son of Sam},N,N,N
172,"Who is known as ""The Father of Geometry""?",Euclid,Euclid},Y,Y,Y
173,What was the name of the Union ironclad ship that fought the Confederate ironclad Merrimack?,Monitor,Merrimack},N,N,N
174,In 'Romeo and Juliet' who were the Montagues feuding with?,Capulets,The Montagues},N,N,N
175,"What is the last name of the actor who starred in ""Hart to Hart"" and ""Switch"" on TV and also in many movies?",Wagner,Hart},N,N,N
176,What do you call a person who collects and studies stamps?,Philatelist,stamp collector},N,N,N
177,What is the name of the river that runs through Rome?,Tiber,Tiber},Y,Y,Y
178,What is the name of the mountain range that separates Asia from Europe?,Ural,The Alps},N,N,N
179,What was the 2001 event that led to the bankruptcy of a U.S. energy company and resulted in the dissolution of Arthur Anderson?,The Enron Scandal,2001},N,N,N
180,"Whose autobiography is titled ""Lady Sings the Blues""?",Billie Holiday,Lady Sings the Blues},N,N,N
181,What is the name of the Viking who discovered Greenland?,Erik the Red,Leif Erikson},N,N,N
182,What was Bob Dylan's birth name?,Robert Zimmerman,Robert Allen Zimmerman},Y,Y,Y
183,Where was the 1939 World's Fair held?,New York City,New York City},Y,Y,Y
184,What did the irascible Ted Williams do in the final at bat of his 19-year major-league career?,Hit a home run,1950},N,N,N
185,On top of which mountain was Moses given the Ten Commandments?,Sinai,Mount Sinai},Y,Y,Y
186,What is the last name of the Cuban leader that Castro overthrew?,Batista,Fidel},N,N,N
187,What is the name of the fountain in Rome into which coins are thrown for good luck?,Trevi,The Trevi Fountain},Y,Y,Y
188,What was the English settlement that vanished in the late 1580s?,Roanoke,The English settlement that vanished in the late 1580s},N,N,N
189,What do you call a moderately fast gait of a horse in which the legs move in diagonal pairs?,Trot,gallop},N,N,N
190,What is the term given to pure spiritual love which is devoid of carnal desires between members of opposite sexes?,Platonic,Love},N,N,N
191,What was the disease known as the 'Black Plague'?,Bubonic,Black Plague},N,N,N
192,What was the last name of the person known as the 'desert fox',Rommel,Klaus},N,N,N
193,What is the last name of the first person to climb Mount Everest?,Hillary,Sherpa},N,N,N
194,What is the last name of the British admiral who won the Battle of Trafalgar?,Nelson,Admiral Nelson},Y,Y,Y
195,"What is the last name of the French author who wrote ""The Stranger""?",Camus,Alain-Fournier},N,N,N
196,"What is the last name of the man who created the comic strip ""Li'l Abner""?",Capp,Hart},N,N,N
197,To which continent is the yam native?,Africa,Africa},Y,Y,Y
198,What word means to raise into position by means of a pulley?,Hoist,to raise into position by means of a pulley},N,N,N
199,What is the old name of Taiwan?,Formosa,Republic of China},N,N,N
200,What was the creature killed by Theseus which had the body of a man and the head of a bull?,Minotaur,The Minotaur},Y,Y,Y
201,In which city is Michelangelo's statue of David located?,Florence,Rome},N,N,N
202,What is the last name of the man who invented dynamite?,Nobel,G. C. L. Smith},N,N,N
203,What is John Kenneth Galbraith's profession?,Economist,Economist},Y,Y,Y
204,Who was the bouncy and egotistical friend of Christopher Robin?,Tigger,Eeyore},N,N,N
205,What is a network designed to allow communication within an organization?,An intranet,A network designed to allow communication within an organization},N,N,N
206,What was invented by Wilhelm Rontgen in 1895?,X-ray machine,1895},N,N,N
207,Who is the national poet of Scotland?,Robert Burns,Robert Burns},Y,Y,Y
208,What do you call a sharp and sudden pain in the side?,Stitch,stab},N,N,N
209,What is the metric for gemstone quality?,Carat,1.0},N,N,N
210,"What was the last name of the composer of the ""Maple Leaf Rag""?",Joplin,McGill},N,N,N
211,What is the long process by which a dead organism turns to stone?,Petrification,the process of fossilization},Y,?,Y
212,What was the first feature-length motion picture with sound?,The Jazz Singer,1915},N,N,N
213,Which sport has the highest amount of doping?,Cycling,Horse racing},N,N,N
214,What is the only nut tree native to North America?,Pecan,Pseudotsuga menziesii},N,N,N
215,What do you call the purification or purgation of the emotions that is supposed to happen through art?,Catharsis,art},N,N,N
216,What is the name of the island on which Napoleon was born?,Corsica,France},N,N,N
217,"What is the last name of the man who said, ""I only regret that I have but one life to lose for my country""?",Hale,Macbeth},N,N,N
218,What is Jane Goodall famous for studying?,Chimpanzees,chimpanzees},Y,Y,Y
219,What is the city in which the baseball hall of fame is located?,Cooperstown,New York City},N,N,N
220,What is the last name of the movie actor who portrayed Spartacus?,Douglas,Tiberius},N,N,N
221,Which famous explorer first introduced iced desserts into Europe?,Marco Polo,Frederick the Great},N,N,N
222,What is the name of the Mediterranean island south of Turkey that is an independent republic and a member of the Commonwealth?,Cyprus,Cyprus},Y,Y,Y
223,In addition to the Kentucky Derby and the Belmont Stakes what horse race comprises the Triple Crown?,Preakness,Kentucky Derby},N,N,N
224,What is the last name of the author who wrote the James Bond novels?,Fleming,Ian Fleming},Y,Y,Y
225,What open-air public theater was home to William Shakespeare's theatrical company?,Globe,The Globe},Y,Y,Y
226,What is a Japanese dance drama featuring stylized narrative choreographic movements?,Kabuki,Noh},N,N,N
227,"Auguste Rodin's ""The Thinker"" is found in the garden of a museum in which city?",Paris,Paris},Y,Y,Y
228,What is Tiger Woods' real first name?,Eldrick,Tiger Woods},N,N,N
229,"What is the last name of the playwright who wrote ""A Streetcar Named Desire""?",Williams,Williams},Y,Y,Y
230,"What is the last name of the judge who was known as ""The Law West of the Pecos?""",Bean,The Law West of the Pecos},N,N,N
231,What is the word meaning the promises from God to humans?,Covenant,promises},N,N,N
232,What is the last name of the cosmonaut who was the first person to orbit the earth?,Gagarin,Gagarin},Y,Y,Y
233,"What word denotes the series of units of weight used to measure gold, in which a pound equals twelve ounces?",Troy,12},N,N,N
234,What do youcall a formal exercise by a team of marchers?,Drill,Marching},N,N,N
235,"What do you call stage entertainment consisting of various unrelated acts, such as magicians, acrobats, etc?",Vaudeville,stage entertainment},N,N,N
236,What was the last name of the man who asked you not to squeeze the Charmin in the toilet paper commercial?,Whipple,The Man Who Asked You Not To Squeeze The Charmin In The Toilet Paper Commercial},N,N,N
237,What was built to confine the Minotaur and now refers to a maze?,Labyrinth,maze},N,N,N
238,What was Bugsy Siegel's real first name?,Benjamin,Bugsy},N,N,N
239,Which first lady was the first to live in the White House?,Abigail Adams,First Lady},N,N,N
240,Who was the mythical Roman goddess of love?,Venus,Venus},Y,Y,Y
241,"What word means to voluntarily sacrifice (e.g., cargo) in order to lighten a ship or aircraft's load in time of distress?",Jettison,lighten the load},N,N,N
242,"What is the last name of the actor who played the scarecrow in the movie, ""The Wizard of Oz""?",Bolger,Terry},N,N,N
243,What do you call the position of the arms when the hands are on the hips and the elbows are out?,Akimbo,arms},N,N,N
244,What is the name of the substance derived from a whale that is used to make perfume?,Ambergris,Cetacean},N,N,N
245,What is the longest river In Asia?,Yangtze,The Yangtze River},Y,Y,Y
246,"What was the last name of the female star of the movie ""Casablanca""?",Bergman,Irene},N,N,N
247,"What was the last name of the Captain of the British ship ""Bounty"" when the mutiny occurred?",Bligh,Bligh},Y,Y,Y
248,Halloween traces its origins to which pagan festival?,Samhain,Halloween},N,N,N
249,"Who wrote ""The Rime of the Ancient Mariner""?",Samuel Taylor Coleridge,Samuel Taylor Coleridge},Y,Y,Y
250,What was Fonzie's first name in television's 'Happy Days'?,Arthur,Ron},N,N,N
251,What do you call a chain of rocks or coral at or near the surface of the water in an ocean?,Reef,ocean floor},N,N,N
252,What is the name of Germany's largest battleship that was sunk in World War II?,Bismarck,Bismarck},Y,Y,Y
253,What is the last name of the first man to run the mile in under four minutes?,Bannister,Lazarus},N,N,N
254,What album holds the world record for copies sold?,Thriller,The Beatles},N,N,N
255,What food is often used as a substitute for ice cream in advertising photo shoots?,Mashed Potato,Ice cream},N,N,N
256,What was Sinatra's chart-topping duet with his daughter Nancy?,Somethin' Stupid,The Way You Look Tonight},N,N,N
257,What philosopher was considered the ugliest man in Athens?,Socrates,Plato},N,N,N
258,"What word means relating to or situated on the back, especially of an animal?",Dorsal,back},N,N,N
259,"What is the last name of the author who wrote ""The Brothers Karamazov""?",Dostoyevsky,Dostoevsky},Y,Y,Y
260,What is the name of the obnoxious rooster in Warner Brothers cartoons?,Foghorn Leghorn,The Daffy Duck},N,N,N
261,Who is the lead singer of Limp Bizkit?,Fred Durst,Fred Durst},Y,Y,Y
262,In 1984 Pres. Ronald Reagan won every state except one. Which one did he lose?,Minnesota,California},N,N,N
263,What is the name of the man who removed the thorn from the lion's paw in the story from Aesop's fables?,Androcles,The Lion and the Mouse},N,N,N
264,What is the last name of 1980 Olympic hopeful Randy Gardener's ice skating partner?,Babilonia,Gardner},N,N,N
265,What is the name of the formerly independent country north of Lithuania and Latvia that was absorbed into USSR?,Estonia,Latvia},N,N,N
266,Who is the messenger of the gods in Greek mythology?,Hermes,Hephaestus},N,N,N
267,What is the name of the Chinese religion founded by Lao Tse?,Taoism,Taoism},Y,Y,Y
268,What was the name of Alexander Graham Bell's assistant?,Watson,Ellen},N,N,N
269,What is a poem in which the first letters of each line spell a word?,An acrostic,A},N,N,N
270,What story is the first to feature Edgar Allan Poe's amateur detective C. Auguste Dupin?,Murders in the Rue Morgue,The Murders in the Rue Morgue},Y,Y,Y
271,Niels Bohr used quantum mechanics to describe which element?,Hydrogen,"Niels Bohr used quantum mechanics to describe which element?}

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: The chemical symbol for gold is {Au}",N,N,N
272,What is the alternative name for the Sea of Cortez?,Gulf of California,The Sea of Cortez},N,N,N
273,Ailurophobia is the fear of what?,Cats,cats},Y,Y,Y
274,"What is the last name of the composer who wrote the opera ""Don Giovanni?""",Mozart,Don Giovanni},N,N,N
275,"What is the last name of the author of ""Our Town""?",Wilder,Hudson},N,N,N
276,"What word means to observe and offer unwanted advice or comment, especially at a card game?",Kibitz,card game},N,N,N
277,What is the last name of the author of Jonathan Livingston Seagull?,Bach,Seagull},N,N,N
278,Who invented flexible photographic film?,George Eastman,George Eastman},Y,Y,Y
279,"Who said ""You'd be surprised how much it costs to look this cheap?""",Dolly Parton,You'd be surprised how much it costs to look this cheap!},N,N,N
280,Which Egyptian god was often represented as a falcon?,Horus,Horus},Y,Y,Y
281,What is U2 singer Bono's real name?,Paul Hewson,Bono},N,N,N
282,In which city does the Cotton Bowl take place?,Dallas,"Dallas, Texas}",Y,Y,Y
283,What is the capital of Australia?,Canberra,Canberra},Y,Y,Y
284,What do you call a secret agreement or pact (as between lovers)?,Tryst,secret agreement},N,N,N
285,"What was the name of the capital of the Aztec empire, which was located where Mexico City is today?",Tenochtitlan,Tenochtitlan},Y,Y,Y
286,What do you call a law that gives exclusive right of inheritance to the eldest son?,Primogeniture,Inheritance law},N,N,N
287,Which lawyer and presidential adviser in 1969 became the only Supreme Court justice to resign under threat of impeachment?,Abe Fortas,Thurgood Marshall},N,N,N
288,Who was the first ruler of the Holy Roman Empire?,Charlemagne,Charlemagne},Y,Y,Y
289,"What is the national park in Utah, northeast of Zion, which is famous for the rock formations in its canyon?",Bryce,Zion National Park},N,N,N
290,What is the last name of the criminal who was killed by FBI agents outside of a Chicago movie theater?,Dillinger,Hoffman},N,N,N
291,What is the name of the instrument used to measure wind speed?,Anemometer,anemometer},Y,Y,Y
292,"What is the last name of the singer who made a hit recording of the song ""Who's Sorry Now?""",Francis,The Everly Brothers},N,N,N
293,Who designed Central Park in New York City?,Frederick Law Olmstead,Frederick Law Olmsted},Y,Y,Y
294,The Mayan and Aztec peoples used cocoa beans not only to make a delicious beverage but also as...?,Currency,cacao},N,N,N
295,Which Bronte sister died of tuberculosis in 1848 and was famously buried in a coffin that was a meager 16 inches (41 cm) wide?,Emily,Emily},Y,Y,Y
296,What breed of dog is known for making a yodeling noise instead of barking?,Basenji,German Shepherd},N,N,N
297,What was author George Eliot's real name?,Mary Ann Evans,Mary Ann Evans},Y,Y,Y
298,In what geological period did birds evolve?,Jurassic,Cretaceous},N,N,N
299,Polo consists of 8 periods called what?,Chukkers,8},N,N,N
300,With which band was David Johansen the lead singer?,The New York Dolls,The Ramones},N,N,N
301,What does a philomath have a love for?,Learning,philomath},N,N,N
302,What was the title of Dr. Seuss' first book?,And to Think That I Saw It on Mulberry Street,The Cat in the Hat},N,N,N
303,What was the name of George of the Jungle's pet elephant?,Shep,George of the Jungle's pet elephant},N,N,N
304,What word means the form of something in the form of a spiral or coil?,Helix,spiral},N,N,N
305,What do you call a verb that does not take a direct object?,Intransitive,verb},N,N,N
306,What is the last name of the candidate who ran as an independent against Reagan and Carter in 1980?,Anderson,Reagan},N,N,N
