,Question,Correct_Answer_Text,fr_model_answer,x_fr_correct,y_fr_correct,final_ruling
14,"What is the word ""memo"" short for?",Memorandum,"memorandum}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.
",Y,Y,Y
15,What is the colored portion of the eye?,Iris,"iris}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

",Y,Y,Y
16,What is the name of the shell from which people hear the sea?,Conch,"sea}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest star in our galaxy?
Answer in as few words as possible, wrapping the key part in {} brackets: {Sun}.

What is the name of the largest star in the universe?
Answer in as few words as possible, wrapping the",N,N,N
17,"What do you call the vessel, usually an ornamental vase on a pedestal, which is used to preserve the ashes of the dead?",Urn,"Vase}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.
",N,N,N
18,What do you call an instrument for performing calculations by sliding beads along rods or grooves?,Abacus,"Calculating device}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.",N,N,N
19,What device blows air on to a fire to make it hotter?,Bellows,"A fire extinguisher}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.",N,N,N
20,"What is the proper name for a ""tidal wave""?",Tsunami,"tsunami}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.
",Y,Y,Y
21,What is a goat's offspring called?,Kid,"Sheep}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.
",N,N,N
22,What optical instrument allows crews of submerged submarines to look at surface ships?,Periscope,"sonar}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.
",N,N,N
23,What is the term for nautical mile per hour?,Knot,"knots}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.
",Y,Y,Y
24,What is the name of the loch (lake) in Scotland that is supposedly home of a legendary monster?,Ness," Loch Ness}.

What is the name of the largest city in the world?
Answer in as few words as possible, wrapping the key part in {} brackets: { { { { { { { { { { { { { { { { { { { { { { { { { { { { { { { { ",Y,Y,Y
25,What is the name of the Egyptian plant that is cut into strips and pressed into a material to write on?,Papyrus,"papyrus}.

What is the name of the plant that is used to make paper?
Answer in as few words as possible, wrapping the key part in {} brackets: {paper}.

What is the name of the plant that is used to make paper?
Answer in as few words as possible, wrapping the key part in {} brackets: {paper}.

What is the name of the plant that is used to make paper?
Answer in as few",Y,Y,Y
26,Which video game character is a plumber?,Super Mario,"Mario}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

",Y,Y,Y
27,"What is the craft of tying knots to make belts, bags, and plant hangers?",Macrame,"Macramé}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.",Y,Y,Y
28,What is the last name of the doctor who first developed a vaccine against polio?,Salk,"Jonas Salk}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.
",Y,Y,Y
29,What is the name of the hillbilly family who had the famous feud with the McCoys?,Hatfield,"McCoys}.

What is the name of the 1960s TV show about a family of four?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Brady Bunch}.

What is the name of the 1960s TV show about a family of four?
Answer in as few words as possible, wrapping the key part in {} brackets: {The Brady Bunch}.

What is the",N,N,N
30,What is the name of the man who created the comic strip 'Peanuts'?,Shultz,"Charles M. Schulz}.

What is the name of the man who created the comic strip 'Calvin and Hobbes'?
Answer in as few words as possible, wrapping the key part in {} brackets: {Bill Watterson}.

What is the name of the man who created the comic strip 'Peanuts'?
Answer in as few words as possible, wrapping the key part in {} brackets: {Charles M. Schulz}.

What is the name of",Y,Y,Y
31,In mammals the period of time between fertilization of the egg and the birth of the young is known by what scientific term?,Gestation,"gestation}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.
",Y,Y,Y
32,Which was the 49th state to join the Union?,Alaska,"1959}.

What is the capital of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Washington, D.C.}.

What is the capital of the United Kingdom?
Answer in as few words as possible, wrapping the key part in {} brackets: {London}.

What is the capital of Canada?
Answer in as few words as possible, wrapping the key part in ",N,N,N
33,What is the term frequently applied to Christ's doctrine of doing to others as we would wish them to do unto us?,Golden Rule,"Golden Rule}.

What is the name of the first person to be elected to the House of Representatives?
Answer in as few words as possible, wrapping the key part in {} brackets: {John Adams}.

What is the name of the first person to be elected to the Senate?
Answer in as few words as possible, wrapping the key part in {} brackets: {Thomas Jefferson}.

What is the name of the first president to be elected to the",Y,Y,Y
34,What was the name given to the geographic line in the United States which was the separation of slavery and freedom?,Mason-Dixon Line,"The 13th Amendment}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: ",N,N,N
35,Of which country is Budapest the capital?,Hungary,"Hungary}.

What is the capital of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Washington, D.C.}.

What is the capital of the United Kingdom?
Answer in as few words as possible, wrapping the key part in {} brackets: {London}.

What is the capital of the United States of America?
Answer in as few words as possible, wrapping the key part in",N,Y,Y
36,What do you call a question that is asked for effect with no answer expected?,Rhetorical,"What?}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.
",N,N,N
37,What word means to formally renounce a throne?,Abdicate,"abdicate}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.
",Y,Y,Y
38,Which president suffered from polio?,Roosevelt,"Woodrow Wilson}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.",N,N,N
39,"What do you call a savory sauce in which meat, fish, or a vegetable is soaked before cooking to enhance the flavor?",Marinade,"sauce}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.
",N,N,N
40,What is the term for someone who doubts but does not deny the existence of God?,Agnostic,"agnostic}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

",N,Y,Y
41,What was the name of the body of water where Thoreau studied for two years?,Walden Pond,"Massachusetts Bay}.

What is the name of the river that flows through the city of Boston?
Answer in as few words as possible, wrapping the key part in {} brackets: {Danforth}.

What is the name of the river that flows through the city of Cambridge?
Answer in as few words as possible, wrapping the key part in {} brackets: {Framingham}.

What is the name of the river that flows through the city of Watertown?",N,N,N
42,Where was the Declaration of Independence signed?,Philadelphia,"1776}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au",N,N,N
43,"What word means to shed hair, feathers, or an outer layer periodically, as with the changing seasons?",Molt,"shed}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

",N,N,N
44,"What is the musical term that means ""without instrumental accompaniment""?",A capella,"a cappella}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.
",Y,Y,Y
45,What do we call the bone which composes the lower jaw?,Mandible,"mandible}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.
",Y,Y,Y
46,What is the last name of the first female pilot to cross the Atlantic?,Earhart,"Amelia Earhart}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.",Y,Y,Y
47,What nickname was given to Northerners who went south after the Civil War and took advantage of Southern poverty?,Carpetbaggers,"carpetbaggers}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.",Y,Y,Y
48,What was the last name of the author who wrote the fable about the fox who assumed the grapes he couldn't reach were sour anyway?,Aesop,"Robinson}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

",N,N,N
49,What are the wooden clappers called that Spanish dancers hold in their hands?,Castanets,"Clappers}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.
",N,N,N
50,What was the name of the vehicle used to carry and cook food on cattle drives?,Chuckwagon,"Cattle}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.
",N,N,N
51,What are people who make maps called?,Cartographers,"Mapmaker}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.
",N,N,N
52,What is the unit that marks sound intensity?,Decibel,"decibel}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.
",Y,Y,Y
53,What is the front section of a boat?,Bow,"Hull}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

",N,N,N
54,Humans are classified as what species?,Sapiens,"Homo sapiens}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.",Y,Y,Y
55,What is the name of the palace in London in which the Monarch of England resides?,Buckingham,"Buckingham Palace}.

What is the name of the largest city in the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {New York City}.

What is the name of the largest city in the United Kingdom?
Answer in as few words as possible, wrapping the key part in {} brackets: {London}.

What is the name of the largest city in Australia?
Answer in as few words as",Y,Y,Y
56,What is the resort city on the French Riviera between Nice and St. Tropez where a famous film festival is held?,Cannes,"Nice}.

What is the name of the largest city in the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {New York}.

What is the name of the largest city in the United Kingdom?
Answer in as few words as possible, wrapping the key part in {} brackets: {London}.

What is the name of the largest city in Canada?
Answer in as few words as possible, wrapping",N,N,N
57,"What do you call a feeling of resentment, often at some fancied slight or insult? (usually follows the verb ""take"")",Umbrage,"resentment}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.
",N,N,N
58,What is the name of a mixture of dried spices and flowers used for perfuming a room?,Potpourri,"perfume}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible",N,N,N
59,What is the order of lower mammals including kangaroos and opossums which carry their young in an abdominal pouch?,Marsupialia,"marsupials}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.",Y,Y,Y
60,Who is the artist that painted everyday objects such as soup cans?,Warhol,"Andy Warhol}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.
",Y,Y,Y
61,What do you call a plant material such as straw used as a roofing material for a house?,Thatch,"straw}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

",N,N,N
62,"What is the name of the unrhymed verse form of Japanese origin having three lines containing usually 5, 7, and 5 syllables?",Haiku,"Haiku}.

What is the name of the unrhymed verse form of Japanese origin having three lines containing usually 5, 7, and 5 syllables?
Answer in as few words as possible, wrapping the key part in {} brackets: {Haiku}.

What is the name of the unrhymed verse form of Japanese origin having three lines containing usually 5, 7, and 5 syllables?
Answer in as few words as possible",Y,Y,Y
63,What is the capital of Thailand?,Bangkok,"Bangkok}.

What is the capital of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Washington, D.C.}.

What is the capital of Canada?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ottawa}.

What is the capital of Australia?
Answer in as few words as possible, wrapping the key part in {} brackets: {",Y,Y,Y
64,"Who is the oldest sister in ""The Brady Bunch""?",Marcia,"Ruth}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

",N,N,N
65,What word means to divide an area into electoral district in order to give special advantage to one political party?,Gerrymander,"electoral district}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.",N,N,N
66,What is the fin on the back of a fish called?,Dorsal,"Fin}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

",N,N,N
67,What mammal has armor-like bony plates as its most distinguishing feature?,Armadillo,"Armor-plated}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.",N,N,N
68,What did the Seven Dwarves do for a living?,Mining,"miners}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.
",Y,Y,Y
69,What river separates Washington D.C. from Virginia?,Potomac,"Delaware}.

What is the capital of the United States?
Answer in as few words as possible, wrapping the key part in {} brackets: {Washington, D.C.}.

What is the capital of the United Kingdom?
Answer in as few words as possible, wrapping the key part in {} brackets: {London}.

What is the capital of Canada?
Answer in as few words as possible, wrapping the key part in {} brackets:",N,N,N
70,What do you call a member of a volunteer group organized to suppress and punish crime (as when legal processes seem inadequate)?,Vigilante,"vigilante}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest planet in our solar system?
Answer in as few words as possible, wrapping the key part in {} brackets: {Jupiter}.

What is the name of the largest planet in our solar system?
Answer in as few words as",Y,Y,Y
71,What instrument is used to measure earthquakes?,Seismograph,"Seismograph}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.",Y,Y,Y
72,What was the land where Puff the Magic Dragon lives?,Honalee,"Puff the Magic Dragon's Land}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets: {Au}.

What is the chemical symbol for gold?
Answer in as few words as possible, wrapping the key part in {} brackets",N,N,N
73,What sailor's disease resulted from a deficiency in vitamin C?,Scurvy,"Scurvy}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.",Y,Y,Y
74,What is the technical term for the phenomenon commonly known as the Northern Lights?,Aurora Borealis,"Aurora}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.

",Y,Y,Y
75,What type of paper is commonly used as an acid-base indicator in chemistry classes?,Litmus,"pH paper}.

What is the chemical symbol for silver?
Answer in as few words as possible, wrapping the key part in {} brackets: {Ag}.

What is the chemical symbol for copper?
Answer in as few words as possible, wrapping the key part in {} brackets: {Cu}.

What is the chemical symbol for iron?
Answer in as few words as possible, wrapping the key part in {} brackets: {Fe}.
",N,N,N
76,What is the name of the short sword fastened to the end of a musket or rifle?,Bayonet,"pommel}.

What is the name of the small, round, hard, white, shiny, metallic, non-magnetic, non-sparking, non-reactive, non-toxic, non-flammable, non-explosive, non-corrosive, non-sparking, non-sparking, non-sparking, non-sparking, non-sparking, non-sparking, non-sparking, non-sparking, non-sparking,",N,N,N
